  0.250000      0.812214      0.831703      0.791917      0.245048E-01
  0.500000      0.658933      0.692093      0.624456      0.513744E-01
  0.750000      0.533103      0.576541      0.488055      0.831169E-01
   1.00000      0.429459      0.481091      0.376077      0.122513    
   1.25000      0.344013      0.402381      0.283866      0.172700    
   1.50000      0.273709      0.337541      0.208150      0.237115    
   1.75000      0.216197      0.284115      0.146659      0.319092    
   2.00000      0.169662      0.239974      0.978736E-01  0.420604    
   2.25000      0.132707      0.203256      0.608453E-01  0.539227    
   2.50000      0.104253      0.172321      0.350435E-01  0.662011    
   2.75000      0.834486E-01  0.145727      0.201972E-01  0.756550    
   3.00000      0.695692E-01  0.122241      0.160812E-01  0.767482    
   3.25000      0.618811E-01  0.100874      0.222094E-01  0.639118    
   3.50000      0.594661E-01  0.809502E-01  0.374204E-01  0.367741    
   3.75000      0.610343E-01  0.621744E-01  0.594324E-01  0.225474E-01
   4.00000      0.648234E-01  0.446858E-01  0.845927E-01 -0.308689    
   4.25000      0.687473E-01  0.290462E-01  0.108183     -0.576676    
   4.50000      0.708988E-01  0.161452E-01  0.125514     -0.772055    
   4.75000      0.702626E-01  0.702772E-02  0.133517     -0.899993    
   5.00000      0.672254E-01  0.268462E-02  0.131967     -0.960125    
   5.25000      0.635416E-01  0.387157E-02  0.123594     -0.939253    
   5.50000      0.618436E-01  0.110145E-01  0.113201     -0.822655    
   5.75000      0.651886E-01  0.242805E-01  0.106683     -0.629202    
   6.00000      0.777027E-01  0.443080E-01  0.111558     -0.431462    
   6.25000      0.587352E-01  0.512674E-01  0.657189E-01 -0.123531    
   6.50000      0.410539E-01  0.412861E-01  0.399883E-01  0.159682E-01
   6.75000      0.341871E-01  0.346486E-01  0.326900E-01  0.290871E-01
   7.00000      0.295576E-01  0.285522E-01  0.294153E-01 -0.148895E-01
   7.25000      0.255506E-01  0.227241E-01  0.271997E-01 -0.896488E-01
   7.50000      0.217261E-01  0.172722E-01  0.250475E-01 -0.183727    
   7.75000      0.180188E-01  0.123805E-01  0.226316E-01 -0.292786    
   8.00000      0.145039E-01  0.821650E-02  0.199180E-01 -0.415912    
   8.25000      0.112997E-01  0.489441E-02  0.170088E-01 -0.553088    
   8.50000      0.851831E-02  0.246209E-02  0.140608E-01 -0.701978    
   8.75000      0.624143E-02  0.901069E-03  0.112372E-01 -0.851532    
   9.00000      0.450935E-02  0.134695E-03  0.868007E-02 -0.969439    
   9.25000      0.331920E-02  0.408308E-04  0.649503E-02 -0.987506    
   9.50000      0.262901E-02  0.466846E-03  0.474481E-02 -0.820845    
   9.75000      0.236540E-02  0.124506E-02  0.344936E-02 -0.469557    
   10.0000      0.243328E-02  0.220747E-02  0.259029E-02 -0.797901E-01
   10.2500      0.272638E-02  0.319880E-02  0.211810E-02  0.203258    
   10.5000      0.313758E-02  0.408724E-02  0.196120E-02  0.351503    
   10.7500      0.356826E-02  0.477229E-02  0.203546E-02  0.402017    
   11.0000      0.393590E-02  0.518926E-02  0.225351E-02  0.394444    
   11.2500      0.417949E-02  0.531045E-02  0.253305E-02  0.354102    
   11.5000      0.426236E-02  0.514284E-02  0.280346E-02  0.294399    
   11.7500      0.417232E-02  0.472292E-02  0.301036E-02  0.221453    
   12.0000      0.391940E-02  0.410926E-02  0.311801E-02  0.137154    
   12.2500      0.353166E-02  0.337381E-02  0.310951E-02  0.407662E-01
   12.5000      0.304966E-02  0.259286E-02  0.298512E-02 -0.703239E-01
