# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd112
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 2629.74 11160.2
1.0145e-09 2629.79 11140.6
1.01742e-09 2614.19 11125.4
1.02035e-09 2610.19 11111.6
1.02329e-09 2621.68 11094.2
1.02624e-09 2612.57 11078.9
1.0292e-09 2605.39 11062.2
1.03217e-09 2604.56 11048.2
1.03514e-09 2591.09 11030.3
1.03813e-09 2591.28 11014.3
1.04112e-09 2593.37 10999.9
1.04412e-09 2579.26 10982.5
1.04713e-09 2580.58 10966.9
1.05015e-09 2572.65 10950.2
1.05317e-09 2571.85 10934.7
1.05621e-09 2573.23 10922
1.05925e-09 2562.93 10901.2
1.06231e-09 2564.99 10887.1
1.06537e-09 2560.79 10872.3
1.06844e-09 2552.6 10858.8
1.07152e-09 2550.68 10838.9
1.07461e-09 2538.63 10827
1.07771e-09 2536.38 10808.7
1.08081e-09 2540.71 10794.7
1.08393e-09 2543.16 10783.8
1.08705e-09 2533.19 10761.9
1.09018e-09 2535.38 10747.3
1.09333e-09 2528.63 10730
1.09648e-09 2529.1 10713.7
1.09964e-09 2520.67 10703.5
1.10281e-09 2519.64 10689.5
1.10599e-09 2512.15 10671.5
1.10917e-09 2507.46 10656.5
1.11237e-09 2508.26 10638.9
1.11558e-09 2509.85 10625.2
1.11879e-09 2486.93 10610
1.12202e-09 2498.49 10593.8
1.12525e-09 2486.01 10581.5
1.1285e-09 2493.24 10561.9
1.13175e-09 2470.91 10548.1
1.13501e-09 2481.14 10533.5
1.13828e-09 2484.78 10519
1.14156e-09 2466.37 10505.6
1.14485e-09 2469.34 10486.6
1.14815e-09 2464.03 10474.8
1.15146e-09 2464.06 10456.9
1.15478e-09 2458.64 10443.6
1.15811e-09 2454.99 10428.1
1.16145e-09 2456.74 10413.1
1.1648e-09 2460.02 10398.3
1.16815e-09 2442.29 10379.9
1.17152e-09 2438.53 10370.6
1.1749e-09 2435.19 10353
1.17828e-09 2442.88 10337.7
1.18168e-09 2431.41 10325.1
1.18509e-09 2427.32 10307.4
1.1885e-09 2425 10295.2
1.19193e-09 2422.45 10282.6
1.19536e-09 2418.91 10262.1
1.19881e-09 2415.4 10249.3
1.20226e-09 2417.23 10233.6
1.20573e-09 2408.18 10217.5
1.20921e-09 2409.65 10208.2
1.21269e-09 2399.43 10191.4
1.21619e-09 2397.34 10176.3
1.21969e-09 2390.72 10162.7
1.22321e-09 2394.6 10145.1
1.22673e-09 2383.06 10130.6
1.23027e-09 2388.29 10118.8
1.23381e-09 2381.62 10103.1
1.23737e-09 2372.97 10088.1
1.24094e-09 2373.52 10075.8
1.24451e-09 2359.18 10059.4
1.2481e-09 2367.09 10045.5
1.2517e-09 2367.17 10032
1.25531e-09 2360.81 10017.6
1.25893e-09 2354.05 10004.2
1.26255e-09 2356.26 9987.62
1.26619e-09 2350.37 9975.31
1.26984e-09 2347.97 9959.5
1.2735e-09 2341.68 9945.84
1.27717e-09 2335.05 9933.44
1.28086e-09 2330.71 9914.76
1.28455e-09 2333.62 9899.28
1.28825e-09 2333.52 9885.42
