# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd113
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 8746.93 7.67037e+07
1.0145e-09 8732.69 7.66092e+07
1.01742e-09 8696.09 7.65083e+07
1.02035e-09 8678.99 7.63701e+07
1.02329e-09 8708.05 7.62694e+07
1.02624e-09 8662.01 7.61692e+07
1.0292e-09 8687.26 7.60641e+07
1.03217e-09 8633.21 7.59424e+07
1.03514e-09 8602.79 7.58395e+07
1.03813e-09 8624.49 7.57158e+07
1.04112e-09 8623.24 7.56118e+07
1.04412e-09 8575.34 7.54782e+07
1.04713e-09 8569.14 7.53961e+07
1.05015e-09 8554.81 7.53009e+07
1.05317e-09 8553.49 7.51796e+07
1.05621e-09 8532.73 7.50601e+07
1.05925e-09 8508.08 7.49524e+07
1.06231e-09 8525.03 7.48494e+07
1.06537e-09 8505.06 7.47392e+07
1.06844e-09 8474.3 7.46607e+07
1.07152e-09 8451.71 7.4507e+07
1.07461e-09 8456.86 7.44204e+07
1.07771e-09 8442.32 7.43233e+07
1.08081e-09 8454.11 7.42003e+07
1.08393e-09 8435.21 7.4103e+07
1.08705e-09 8414.03 7.39866e+07
1.09018e-09 8439.85 7.3877e+07
1.09333e-09 8420.08 7.37942e+07
1.09648e-09 8387.93 7.36772e+07
1.09964e-09 8390.55 7.35835e+07
1.10281e-09 8365.09 7.34652e+07
1.10599e-09 8357.38 7.33524e+07
1.10917e-09 8327.68 7.32464e+07
1.11237e-09 8351.44 7.31428e+07
1.11558e-09 8301.98 7.30637e+07
1.11879e-09 8294.89 7.29321e+07
1.12202e-09 8263.15 7.28329e+07
1.12525e-09 8314.69 7.27319e+07
1.1285e-09 8239.23 7.26427e+07
1.13175e-09 8235.31 7.25178e+07
1.13501e-09 8271.36 7.24492e+07
1.13828e-09 8227.86 7.23164e+07
1.14156e-09 8220.63 7.21998e+07
1.14485e-09 8203.33 7.21029e+07
1.14815e-09 8194 7.20092e+07
1.15146e-09 8188.61 7.19155e+07
1.15478e-09 8162.01 7.18035e+07
1.15811e-09 8177.53 7.16567e+07
1.16145e-09 8191.57 7.15834e+07
1.1648e-09 8130.74 7.14902e+07
1.16815e-09 8117.53 7.13804e+07
1.17152e-09 8112.15 7.12719e+07
1.1749e-09 8132.48 7.11676e+07
1.17828e-09 8094.68 7.1105e+07
1.18168e-09 8083.28 7.09935e+07
1.18509e-09 8062.47 7.08416e+07
1.1885e-09 8069.08 7.07646e+07
1.19193e-09 8056.58 7.06694e+07
1.19536e-09 8030.66 7.05615e+07
1.19881e-09 8036.07 7.04649e+07
1.20226e-09 8007.94 7.03525e+07
1.20573e-09 8023.45 7.0275e+07
1.20921e-09 7987.42 7.0149e+07
1.21269e-09 7974.42 7.00595e+07
1.21619e-09 7956.91 6.99579e+07
1.21969e-09 7965.21 6.98639e+07
1.22321e-09 7938.67 6.97303e+07
1.22673e-09 7940.23 6.96673e+07
1.23027e-09 7931.31 6.95628e+07
1.23381e-09 7899.67 6.94501e+07
1.23737e-09 7892.74 6.93702e+07
1.24094e-09 7850.3 6.92635e+07
1.24451e-09 7887.16 6.91519e+07
1.2481e-09 7872.1 6.90662e+07
1.2517e-09 7856.88 6.89723e+07
1.25531e-09 7825.28 6.88548e+07
1.25893e-09 7846.8 6.8759e+07
1.26255e-09 7829.38 6.86574e+07
1.26619e-09 7816.96 6.85609e+07
1.26984e-09 7783.43 6.84605e+07
1.2735e-09 7771.28 6.83616e+07
1.27717e-09 7762.2 6.82742e+07
1.28086e-09 7773.5 6.81936e+07
1.28455e-09 7757.97 6.80933e+07
1.28825e-09 7738.89 6.79826e+07
1.29196e-09 7717.04 6.78729e+07
1.29569e-09 7702.97 6.77684e+07
1.29942e-09 7715.88 6.76636e+07
1.30317e-09 7705.38 6.75826e+07
1.30692e-09 7692.66 6.7505e+07
1.31069e-09 7677.06 6.73827e+07
1.31447e-09 7639.45 6.72924e+07
1.31826e-09 7625.13 6.71992e+07
1.32206e-09 7613.22 6.71077e+07
1.32587e-09 7614.43 6.69905e+07
1.32969e-09 7619.5 6.68893e+07
1.33352e-09 7600.18 6.67946e+07
1.33737e-09 7580.74 6.67232e+07
1.34122e-09 7583.59 6.66497e+07
1.34509e-09 7578.27 6.65449e+07
1.34896e-09 7561.97 6.64072e+07
1.35285e-09 7562.63 6.63371e+07
1.35675e-09 7543.99 6.62374e+07
1.36066e-09 7514.44 6.61539e+07
1.36458e-09 7514.94 6.60444e+07
1.36852e-09 7532.53 6.59679e+07
1.37246e-09 7475.59 6.58591e+07
1.37642e-09 7450.61 6.57652e+07
1.38038e-09 7497.43 6.56457e+07
1.38436e-09 7446.22 6.55738e+07
1.38835e-09 7439.68 6.54921e+07
1.39236e-09 7418.61 6.53745e+07
1.39637e-09 7419.43 6.53055e+07
1.40039e-09 7417.53 6.51885e+07
1.40443e-09 7400.64 6.51037e+07
1.40848e-09 7374.61 6.4994e+07
1.41254e-09 7356.4 6.48908e+07
1.41661e-09 7381.29 6.48301e+07
1.42069e-09 7400.29 6.47205e+07
1.42479e-09 7360.9 6.46284e+07
1.42889e-09 7336.97 6.45298e+07
1.43301e-09 7338.65 6.44334e+07
1.43714e-09 7323.82 6.43476e+07
1.44129e-09 7315.81 6.42538e+07
1.44544e-09 7295.43 6.41803e+07
1.44961e-09 7306.44 6.40793e+07
1.45378e-09 7273.44 6.39877e+07
1.45797e-09 7259.94 6.39011e+07
1.46218e-09 7241.11 6.37963e+07
1.46639e-09 7248.13 6.37121e+07
1.47062e-09 7229.09 6.36184e+07
1.47486e-09 7223.2 6.35292e+07
1.47911e-09 7197.54 6.34414e+07
1.48337e-09 7221.79 6.3341e+07
1.48765e-09 7205.49 6.32734e+07
1.49194e-09 7187.18 6.31653e+07
1.49624e-09 7182.02 6.30797e+07
1.50055e-09 7182.44 6.29772e+07
1.50487e-09 7162.56 6.2894e+07
1.50921e-09 7141.29 6.27972e+07
1.51356e-09 7150.84 6.2723e+07
