# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd111
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 2912.52 34766.1
1.0145e-09 2913.29 34723.8
1.01742e-09 2896.3 34674.9
1.02035e-09 2890.86 34619.2
1.02329e-09 2904.65 34567.1
1.02624e-09 2892.34 34529.4
1.0292e-09 2887.4 34472.7
1.03217e-09 2884.97 34429.2
1.03514e-09 2870.16 34380.1
1.03813e-09 2871.57 34331.9
1.04112e-09 2871.55 34268.7
1.04412e-09 2857.17 34232.3
1.04713e-09 2858.84 34188
1.05015e-09 2849.36 34123.1
1.05317e-09 2849.78 34073.1
1.05621e-09 2849.85 34032.2
1.05925e-09 2838.4 33975.1
1.06231e-09 2841.73 33935.2
1.06537e-09 2837.23 33878.1
1.06844e-09 2826.7 33835.8
1.07152e-09 2826.19 33781.4
1.07461e-09 2811.89 33736.5
1.07771e-09 2809.56 33689.3
1.08081e-09 2814.28 33645.4
1.08393e-09 2817.31 33599.7
1.08705e-09 2805.46 33547.9
1.09018e-09 2809.29 33503.5
1.09333e-09 2801.54 33447
1.09648e-09 2800.53 33398.9
1.09964e-09 2792.54 33342.2
1.10281e-09 2790.22 33295.9
1.10599e-09 2783.74 33265.4
1.10917e-09 2777.53 33200.6
1.11237e-09 2778.46 33158.4
1.11558e-09 2780.22 33108
1.11879e-09 2754.84 33064.1
1.12202e-09 2767.64 33018.8
1.12525e-09 2753.81 32974.4
1.1285e-09 2761.82 32925.6
1.13175e-09 2737.09 32880.1
1.13501e-09 2748.42 32829.1
1.13828e-09 2752.45 32780.4
1.14156e-09 2732.06 32734.6
1.14485e-09 2735.34 32695.9
1.14815e-09 2729.47 32642.1
1.15146e-09 2729.5 32589.9
1.15478e-09 2723.5 32539.6
1.15811e-09 2719.45 32496.4
1.16145e-09 2721.39 32457.9
1.1648e-09 2725.03 32413.8
1.16815e-09 2705.38 32352.4
1.17152e-09 2701.22 32307.5
1.1749e-09 2697.53 32274.8
1.17828e-09 2706.04 32220.6
1.18168e-09 2693.34 32174.6
1.18509e-09 2688.81 32127.2
1.1885e-09 2685.95 32075.7
1.19193e-09 2683.59 32035
1.19536e-09 2679.31 31982.4
1.19881e-09 2675.93 31945.4
1.20226e-09 2677.48 31894.5
1.20573e-09 2667.42 31849.4
1.20921e-09 2669.3 31809
1.21269e-09 2658.19 31755.2
1.21619e-09 2655.23 31702
1.21969e-09 2648.45 31667.7
1.22321e-09 2652.43 31622
1.22673e-09 2640.17 31585.5
1.23027e-09 2644.86 31521.9
1.23381e-09 2638.55 31484.7
1.23737e-09 2628.92 31437.5
1.24094e-09 2628.71 31390.1
1.24451e-09 2613.86 31343.5
1.2481e-09 2621.4 31306.2
1.2517e-09 2621.77 31256.8
1.25531e-09 2615.52 31212.4
1.25893e-09 2607.39 31171.9
1.26255e-09 2609.72 31113.4
1.26619e-09 2603.61 31073.4
1.26984e-09 2601.2 31042.5
1.2735e-09 2593.89 30996.6
1.27717e-09 2587.3 30949
1.28086e-09 2581.22 30899.9
1.28455e-09 2585.35 30864.4
1.28825e-09 2584.21 30813.3
1.29196e-09 2576.57 30773.8
1.29569e-09 2572.49 30727
1.29942e-09 2558.6 30680.7
1.30317e-09 2569.28 30638.3
1.30692e-09 2561.06 30594.7
1.31069e-09 2561.36 30552.1
1.31447e-09 2552.4 30503.9
1.31826e-09 2547.4 30462.1
1.32206e-09 2537.78 30418.2
1.32587e-09 2534.56 30369.3
1.32969e-09 2534.84 30337.2
1.33352e-09 2529.23 30288.9
1.33737e-09 2537.17 30241.1
1.34122e-09 2521.98 30208.1
1.34509e-09 2517.71 30160.8
1.34896e-09 2521.79 30110.6
1.35285e-09 2517.34 30062.9
1.35675e-09 2512.27 30030.3
