# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd110
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 2215.6 55897.4
1.0145e-09 2215.64 55823.7
1.01742e-09 2202.5 55737.4
1.02035e-09 2199.13 55647.3
1.02329e-09 2208.8 55575.5
1.02624e-09 2201.14 55505.7
1.0292e-09 2195.09 55418.7
1.03217e-09 2194.38 55330.7
1.03514e-09 2183.04 55268.3
1.03813e-09 2183.19 55180.8
1.04112e-09 2184.96 55097
1.04412e-09 2173.07 55002.3
1.04713e-09 2174.18 54930.7
1.05015e-09 2167.5 54855.8
1.05317e-09 2166.82 54775.2
1.05621e-09 2167.99 54697.4
1.05925e-09 2159.31 54623.3
1.06231e-09 2161.04 54540.5
1.06537e-09 2157.51 54477.2
1.06844e-09 2150.6 54373.4
1.07152e-09 2148.99 54304.5
1.07461e-09 2138.84 54224
1.07771e-09 2136.94 54159
1.08081e-09 2140.59 54066
1.08393e-09 2142.65 54002.2
1.08705e-09 2134.26 53934.1
1.09018e-09 2136.1 53842.7
1.09333e-09 2130.41 53752.7
1.09648e-09 2130.8 53678.9
1.09964e-09 2123.7 53611.6
1.10281e-09 2122.83 53529.8
1.10599e-09 2116.52 53465.9
1.10917e-09 2112.81 53370.4
1.11237e-09 2112.93 53307.6
1.11558e-09 2114.89 53235.1
1.11879e-09 2095.16 53141.3
1.12202e-09 2104.57 53064.7
1.12525e-09 2094.69 52999
1.1285e-09 2101.32 52911.3
1.13175e-09 2081.28 52833.7
1.13501e-09 2090.69 52774.3
1.13828e-09 2093.56 52691.7
1.14156e-09 2077.25 52615.7
1.14485e-09 2081.01 52542
1.14815e-09 2075.87 52456.6
1.15146e-09 2076.18 52386.6
1.15478e-09 2070.85 52297.3
1.15811e-09 2068.67 52240.9
1.16145e-09 2069.61 52158.5
1.1648e-09 2072.76 52090.6
1.16815e-09 2057.39 52013.7
1.17152e-09 2054.68 51950.7
1.1749e-09 2051.54 51860
1.17828e-09 2058.29 51789.7
1.18168e-09 2048.99 51721.4
1.18509e-09 2044.8 51645.1
1.1885e-09 2042.35 51557.6
1.19193e-09 2041.56 51489.4
1.19536e-09 2037.85 51404.4
1.19881e-09 2035.26 51347.8
1.20226e-09 2036.51 51280.5
1.20573e-09 2028.76 51188.5
1.20921e-09 2030.12 51117.6
1.21269e-09 2021.94 51039.4
1.21619e-09 2019.33 50985.3
1.21969e-09 2014.29 50907.3
1.22321e-09 2017.44 50827.9
1.22673e-09 2007.9 50758.8
1.23027e-09 2012.26 50677.6
1.23381e-09 2006.53 50612.2
1.23737e-09 1999.67 50534.3
1.24094e-09 1999.19 50469.1
1.24451e-09 1987.69 50405.2
1.2481e-09 1994.16 50314.2
1.2517e-09 1994.52 50252
1.25531e-09 1989.13 50174.6
1.25893e-09 1982.72 50076.1
1.26255e-09 1985.09 50043.8
1.26619e-09 1980.2 49967.6
1.26984e-09 1978.79 49896.9
1.2735e-09 1972.28 49818.2
1.27717e-09 1968.24 49746.6
1.28086e-09 1963.08 49658.6
1.28455e-09 1966.86 49605
1.28825e-09 1965.27 49543.1
1.29196e-09 1959.72 49453
1.29569e-09 1956.49 49393.4
1.29942e-09 1945.81 49300.9
1.30317e-09 1954.57 49244.1
1.30692e-09 1947.88 49171.3
1.31069e-09 1947.75 49110.9
1.31447e-09 1941.44 49035.3
1.31826e-09 1938.66 48956.9
1.32206e-09 1929.69 48884.8
1.32587e-09 1927.91 48833.5
1.32969e-09 1927.59 48753.7
1.33352e-09 1923.52 48683.4
1.33737e-09 1928.92 48598.8
1.34122e-09 1919.47 48541.7
1.34509e-09 1914.04 48470.3
1.34896e-09 1918.24 48403.7
1.35285e-09 1914.3 48334.8
1.35675e-09 1910.44 48269.9
1.36066e-09 1908.6 48185.1
1.36458e-09 1907.26 48129.5
1.36852e-09 1900.84 48039.3
1.37246e-09 1900.62 47983.7
1.37642e-09 1901.9 47908.3
1.38038e-09 1892.69 47850.9
1.38436e-09 1884.34 47773.7
1.38835e-09 1896.13 47699.5
1.39236e-09 1879.13 47628
1.39637e-09 1877 47581.1
1.40039e-09 1877.83 47508.4
1.40443e-09 1874.68 47439.3
1.40848e-09 1875.3 47355.8
1.41254e-09 1868.39 47303.7
1.41661e-09 1865.97 47222.9
1.42069e-09 1857.41 47170.1
1.42479e-09 1867.24 47098.6
1.42889e-09 1868.35 47019.4
1.43301e-09 1862.15 46938.2
1.43714e-09 1852.95 46891.1
1.44129e-09 1853.76 46832
1.44544e-09 1852.56 46759.7
1.44961e-09 1846.15 46698.6
1.45378e-09 1847.28 46628.3
1.45797e-09 1847.07 46563.6
1.46218e-09 1836.82 46482.2
1.46639e-09 1836.52 46435.4
1.47062e-09 1829.75 46357.5
1.47486e-09 1833.68 46294.3
1.47911e-09 1827.69 46226.1
1.48337e-09 1824.82 46157.6
1.48765e-09 1821.26 46088.3
1.49194e-09 1825.36 46018.7
1.49624e-09 1819.55 45938.3
1.50055e-09 1815.21 45897.2
1.50487e-09 1816.68 45835.6
1.50921e-09 1813.54 45754.8
1.51356e-09 1814.94 45691.9
1.51792e-09 1804.52 45627.9
1.5223e-09 1803.92 45565.7
1.52669e-09 1798.56 45497.1
1.53109e-09 1803.74 45432
1.5355e-09 1800.29 45368.8
1.53993e-09 1790.8 45309
1.54437e-09 1786.75 45234
1.54882e-09 1787.06 45160.7
1.55328e-09 1791.25 45109.1
1.55776e-09 1782.88 45026.8
1.56225e-09 1780.43 44971.1
1.56675e-09 1780.56 44906.9
1.57127e-09 1775.15 44853.3
1.5758e-09 1769.73 44788.2
1.58034e-09 1776.93 44708.3
1.58489e-09 1764.73 44651.5
1.58946e-09 1767.8 44589.6
1.59404e-09 1760.05 44521.2
1.59864e-09 1760.1 44467.4
1.60325e-09 1763.37 44392.8
1.60787e-09 1750.5 44337.7
1.6125e-09 1755.72 44272.6
1.61715e-09 1748.16 44213.2
1.62181e-09 1751.5 44141.4
1.62648e-09 1744.74 44081.8
1.63117e-09 1742.05 44012.7
1.63587e-09 1741.13 43936.5
1.64059e-09 1740.2 43895
1.64532e-09 1740.36 43830.3
1.65006e-09 1734.43 43754.5
1.65482e-09 1726.49 43690.8
1.65959e-09 1731.16 43626.1
1.66437e-09 1727.66 43571.4
1.66917e-09 1727.36 43506.6
1.67398e-09 1727.06 43438.3
1.6788e-09 1716.68 43394.6
1.68364e-09 1716.13 43314.3
1.6885e-09 1713.67 43264.4
1.69336e-09 1709.86 43202.5
1.69824e-09 1706.31 43134.8
1.70314e-09 1708.36 43067.6
1.70805e-09 1707.25 42995.7
1.71297e-09 1702.47 42958.7
1.71791e-09 1700.22 42883.5
1.72286e-09 1698.9 42817.8
1.72783e-09 1687.18 42773.4
1.73281e-09 1694.55 42693.1
1.7378e-09 1687.71 42642.1
1.74281e-09 1689.89 42592.7
1.74783e-09 1688.5 42515.6
1.75287e-09 1678.49 42459.3
1.75792e-09 1674.46 42396.4
1.76299e-09 1676.1 42336.2
1.76807e-09 1675.1 42266.7
1.77317e-09 1669.22 42208.3
1.77828e-09 1674.05 42154.7
1.78341e-09 1667 42103.5
1.78855e-09 1666.21 42040.9
1.7937e-09 1663.73 41964.2
1.79887e-09 1654.59 41910.7
1.80406e-09 1656.06 41845
1.80926e-09 1659.69 41797.5
1.81447e-09 1655.33 41738.6
1.8197e-09 1651.43 41677.1
1.82495e-09 1652.87 41625.5
1.83021e-09 1643.81 41547.1
1.83548e-09 1642.26 41493.7
1.84077e-09 1642.23 41430.2
1.84608e-09 1634.56 41371.9
1.8514e-09 1633.73 41316.4
1.85674e-09 1632.78 41250.7
1.86209e-09 1634.75 41196
1.86745e-09 1628.41 41136.4
1.87284e-09 1628.62 41075.4
1.87824e-09 1630.32 41019.1
1.88365e-09 1620.88 40957.2
1.88908e-09 1619.65 40902.6
1.89452e-09 1617.39 40837
1.89998e-09 1610.16 40771.3
1.90546e-09 1617.84 40731.1
1.91095e-09 1612.78 40658.3
1.91646e-09 1606.35 40604.1
1.92199e-09 1612.61 40544.4
1.92752e-09 1602.3 40483.8
1.93308e-09 1594.96 40433.3
1.93865e-09 1593.88 40372.1
1.94424e-09 1594.74 40307.2
1.94984e-09 1597.53 40261.6
1.95546e-09 1589.8 40203.7
1.9611e-09 1592.36 40143.2
1.96675e-09 1588.7 40074.9
1.97242e-09 1587.16 40025.8
1.97811e-09 1582.99 39957
1.98381e-09 1579.7 39917.5
1.98953e-09 1580.48 39860.2
1.99526e-09 1575.75 39795.5
2.00101e-09 1577.67 39734.8
2.00678e-09 1574.77 39682.2
2.01257e-09 1572.31 39612.9
2.01837e-09 1567.46 39567.6
2.02418e-09 1566.91 39509.4
2.03002e-09 1562.94 39456.8
2.03587e-09 1555.52 39385.6
2.04174e-09 1562.47 39349.9
2.04762e-09 1555.86 39287
2.05353e-09 1560.04 39222.4
2.05944e-09 1552.25 39179.3
2.06538e-09 1544.16 39113.6
2.07133e-09 1554.02 39061.9
2.0773e-09 1545.42 39004.7
2.08329e-09 1545.58 38944.2
2.0893e-09 1538.99 38885.6
2.09532e-09 1533.29 38845.1
2.10136e-09 1536.89 38780
2.10741e-09 1533.81 38734.4
2.11349e-09 1529.71 38667.2
2.11958e-09 1531.87 38625
2.12569e-09 1529.49 38560.7
2.13182e-09 1527.75 38506.1
2.13796e-09 1523.56 38441.7
2.14412e-09 1520.42 38394.2
2.1503e-09 1522.59 38326.7
2.1565e-09 1522.07 38280.1
2.16272e-09 1519.77 38238.9
2.16895e-09 1514.08 38173.2
2.1752e-09 1509.84 38109.4
2.18147e-09 1507.65 38063.4
2.18776e-09 1506.86 38001.6
2.19407e-09 1504.49 37950.7
2.20039e-09 1498.35 37902.7
2.20673e-09 1498.15 37835.2
2.21309e-09 1499.64 37773.7
2.21947e-09 1492.85 37729.7
2.22587e-09 1492.28 37691.1
2.23229e-09 1491.76 37620.1
2.23872e-09 1484.76 37571.7
2.24517e-09 1483.74 37516.6
2.25165e-09 1477.95 37462.8
2.25814e-09 1478.81 37408.6
2.26464e-09 1476.43 37356.9
2.27117e-09 1473.64 37309.3
2.27772e-09 1476.66 37251
2.28428e-09 1469.19 37205.7
2.29087e-09 1470.18 37130.3
2.29747e-09 1472.46 37093.9
2.30409e-09 1465.47 37036.2
2.31073e-09 1461.88 36983.1
2.31739e-09 1461.42 36922.9
2.32407e-09 1458.35 36878.2
2.33077e-09 1459.15 36822.1
2.33749e-09 1450.15 36766.3
