# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd106
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 2419.2 4987.13
1.0145e-09 2419.25 4979.4
1.01742e-09 2404.89 4973.82
1.02035e-09 2401.22 4965.9
1.02329e-09 2411.78 4959.91
1.02624e-09 2403.41 4951.61
1.0292e-09 2396.8 4943.52
1.03217e-09 2396.04 4937.14
1.03514e-09 2384.8 4929.96
1.03813e-09 2384.17 4922.7
1.04112e-09 2385.5 4916.09
1.04412e-09 2372.89 4909.1
1.04713e-09 2373.92 4901.49
1.05015e-09 2366.5 4895
1.05317e-09 2366.52 4889.61
1.05621e-09 2367.01 4880.85
1.05925e-09 2357.16 4872.83
1.06231e-09 2359.85 4868.53
1.06537e-09 2355.87 4858.39
1.06844e-09 2348.12 4854.3
1.07152e-09 2346.74 4846.64
1.07461e-09 2335.39 4839.84
1.07771e-09 2333.48 4832.51
1.08081e-09 2337.3 4825.49
1.08393e-09 2339.55 4817.68
1.08705e-09 2330.38 4811.65
1.09018e-09 2332.4 4804.73
1.09333e-09 2326.18 4798.38
1.09648e-09 2326.62 4788.8
1.09964e-09 2318.86 4783.63
1.10281e-09 2317.91 4776.99
1.10599e-09 2311.02 4769.82
1.10917e-09 2306.96 4763.36
1.11237e-09 2307.1 4756.05
1.11558e-09 2309.24 4749.06
1.11879e-09 2287.97 4742.09
1.12202e-09 2297.43 4736.23
1.12525e-09 2287.46 4728.13
1.1285e-09 2293.25 4722.81
1.13175e-09 2273.53 4714.77
1.13501e-09 2282.41 4708.22
1.13828e-09 2285.88 4702.07
1.14156e-09 2268.82 4694.79
1.14485e-09 2271.89 4689.24
1.14815e-09 2266.44 4682.1
1.15146e-09 2266.95 4675.22
1.15478e-09 2261.74 4668.33
1.15811e-09 2258.35 4661.4
1.16145e-09 2260.14 4654.95
1.1648e-09 2262.99 4648.66
1.16815e-09 2246.85 4641.86
1.17152e-09 2243.21 4635.71
1.1749e-09 2240.19 4627.9
1.17828e-09 2247.42 4622.1
1.18168e-09 2236.85 4614.44
1.18509e-09 2232.97 4608.68
1.1885e-09 2230.56 4601.88
1.19193e-09 2228.7 4594.28
1.19536e-09 2225.03 4586.48
1.19881e-09 2222.14 4582.08
1.20226e-09 2223.6 4575.56
1.20573e-09 2215.43 4568.58
1.20921e-09 2216.77 4562.46
1.21269e-09 2207.45 4555.18
1.21619e-09 2205.26 4548.85
1.21969e-09 2199.87 4540.41
1.22321e-09 2202.83 4535.99
1.22673e-09 2192.77 4528.62
1.23027e-09 2196.55 4524.4
1.23381e-09 2191.7 4515.94
1.23737e-09 2183.25 4509.54
1.24094e-09 2182.55 4502.73
1.24451e-09 2170.65 4495.76
1.2481e-09 2177.75 4490.08
1.2517e-09 2177.58 4484.15
1.25531e-09 2171.86 4477.03
1.25893e-09 2165.39 4470.4
1.26255e-09 2166.83 4464.42
1.26619e-09 2162.25 4458.22
1.26984e-09 2160.96 4452.48
1.2735e-09 2153.07 4444.85
1.27717e-09 2149.16 4438.7
1.28086e-09 2143.82 4431.85
1.28455e-09 2147.27 4425.67
1.28825e-09 2146.27 4420.49
1.29196e-09 2139.88 4413.54
1.29569e-09 2135.85 4407.63
1.29942e-09 2125.14 4400.47
1.30317e-09 2133.64 4395.73
1.30692e-09 2127.1 4388.24
1.31069e-09 2126.77 4381.38
1.31447e-09 2120.1 4375.35
1.31826e-09 2116.48 4369.41
1.32206e-09 2106.43 4361.2
1.32587e-09 2105.49 4356.93
1.32969e-09 2104.99 4350.09
1.33352e-09 2100.63 4344.78
1.33737e-09 2106.11 4337.66
1.34122e-09 2095.61 4331.24
1.34509e-09 2090.07 4325.21
1.34896e-09 2094.41 4319.26
1.35285e-09 2090.21 4312.44
1.35675e-09 2085.52 4307.1
1.36066e-09 2084.41 4299.67
1.36458e-09 2082.51 4293.66
1.36852e-09 2075.48 4288.63
1.37246e-09 2075.08 4282.29
1.37642e-09 2077.47 4275.19
1.38038e-09 2065.67 4269.27
1.38436e-09 2058.08 4264.35
1.38835e-09 2069.88 4257.45
1.39236e-09 2052.21 4251.85
1.39637e-09 2049.49 4245.62
1.40039e-09 2050.46 4238.84
1.40443e-09 2046.28 4233.04
1.40848e-09 2048.74 4227.58
1.41254e-09 2040.53 4221.91
1.41661e-09 2036.43 4214.91
1.42069e-09 2028.84 4208.65
1.42479e-09 2037.94 4202.38
1.42889e-09 2040.62 4195.9
1.43301e-09 2033.09 4190.54
1.43714e-09 2023.06 4184.78
1.44129e-09 2023.63 4177.67
1.44544e-09 2023.01 4172.21
1.44961e-09 2016.94 4167.06
1.45378e-09 2017.28 4160.87
1.45797e-09 2016.64 4153.23
1.46218e-09 2005.52 4148.68
1.46639e-09 2005.11 4142.68
1.47062e-09 1997.78 4136.34
1.47486e-09 2001.88 4130.8
1.47911e-09 1996.5 4124.96
1.48337e-09 1992.28 4119.11
1.48765e-09 1988.66 4112.28
1.49194e-09 1993.11 4106.66
1.49624e-09 1986.98 4099.96
1.50055e-09 1982.2 4095.57
1.50487e-09 1984.18 4089.13
1.50921e-09 1979.99 4083.31
1.51356e-09 1980.74 4077.1
1.51792e-09 1970.67 4071.04
1.5223e-09 1969.46 4066.51
1.52669e-09 1964.57 4059.7
1.53109e-09 1969.27 4055.5
1.5355e-09 1965.27 4047.01
1.53993e-09 1955.84 4042.69
1.54437e-09 1950.51 4036.87
1.54882e-09 1951.91 4030.77
1.55328e-09 1955.64 4023.74
1.55776e-09 1946.42 4018.66
1.56225e-09 1944.68 4012.44
1.56675e-09 1943.43 4007.64
1.57127e-09 1938.83 4002.67
1.5758e-09 1932.6 3996.26
1.58034e-09 1939.09 3990.58
1.58489e-09 1927.59 3983.42
1.58946e-09 1930.98 3979.48
1.59404e-09 1921.16 3973.99
1.59864e-09 1922.24 3967.07
1.60325e-09 1924.66 3962.39
1.60787e-09 1911.75 3956.08
1.6125e-09 1917.44 3951.39
1.61715e-09 1908.67 3944.04
1.62181e-09 1912.03 3938.58
1.62648e-09 1904.6 3933.53
1.63117e-09 1902.3 3928.12
1.63587e-09 1900.33 3921.8
1.64059e-09 1900.35 3916.6
1.64532e-09 1900.83 3910.58
1.65006e-09 1893.53 3905.79
1.65482e-09 1885.59 3898.55
1.65959e-09 1889.55 3894.07
