# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Gd157
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 317737 9.75573e+08
1.0145e-09 317629 9.74413e+08
1.01742e-09 315914 9.72812e+08
1.02035e-09 315407 9.7189e+08
1.02329e-09 316619 9.70595e+08
1.02624e-09 314968 9.693e+08
1.0292e-09 315676 9.67444e+08
1.03217e-09 313957 9.66254e+08
1.03514e-09 312922 9.64751e+08
1.03813e-09 313474 9.63398e+08
1.04112e-09 313659 9.61739e+08
1.04412e-09 311473 9.60564e+08
1.04713e-09 311666 9.5905e+08
1.05015e-09 310690 9.57952e+08
1.05317e-09 311011 9.56686e+08
1.05621e-09 310240 9.55001e+08
1.05925e-09 309468 9.53592e+08
1.06231e-09 309856 9.52408e+08
1.06537e-09 308970 9.51099e+08
1.06844e-09 308220 9.49482e+08
1.07152e-09 307240 9.48192e+08
1.07461e-09 307577 9.46947e+08
1.07771e-09 306665 9.45326e+08
1.08081e-09 307275 9.4437e+08
1.08393e-09 306840 9.42284e+08
1.08705e-09 305769 9.41029e+08
1.09018e-09 306722 9.40184e+08
1.09333e-09 305683 9.38972e+08
1.09648e-09 305300 9.37247e+08
1.09964e-09 304987 9.35914e+08
1.10281e-09 304129 9.34609e+08
1.10599e-09 303741 9.33036e+08
1.10917e-09 303233 9.31762e+08
1.11237e-09 303476 9.30756e+08
1.11558e-09 301901 9.29528e+08
1.11879e-09 301139 9.28153e+08
1.12202e-09 301177 9.26529e+08
1.12525e-09 301649 9.25353e+08
1.1285e-09 299942 9.24164e+08
1.13175e-09 299340 9.23021e+08
1.13501e-09 300609 9.21023e+08
1.13828e-09 298970 9.19811e+08
1.14156e-09 298649 9.19032e+08
1.14485e-09 298271 9.16989e+08
1.14815e-09 298044 9.16465e+08
1.15146e-09 297777 9.1446e+08
1.15478e-09 296276 9.13103e+08
1.15811e-09 297591 9.11449e+08
1.16145e-09 297199 9.10835e+08
1.1648e-09 296206 9.09728e+08
1.16815e-09 295039 9.08374e+08
1.17152e-09 294678 9.06576e+08
1.1749e-09 295310 9.05352e+08
1.17828e-09 294833 9.04296e+08
1.18168e-09 293342 9.0274e+08
1.18509e-09 293510 9.01906e+08
1.1885e-09 293659 9.00611e+08
1.19193e-09 291838 8.99212e+08
1.19536e-09 293056 8.97626e+08
1.19881e-09 292114 8.96646e+08
1.20226e-09 291078 8.95192e+08
1.20573e-09 291465 8.93789e+08
1.20921e-09 290271 8.92162e+08
1.21269e-09 290075 8.91118e+08
1.21619e-09 289321 8.89907e+08
1.21969e-09 289498 8.88391e+08
1.22321e-09 288547 8.87505e+08
1.22673e-09 288379 8.86049e+08
1.23027e-09 288732 8.84841e+08
1.23381e-09 287082 8.83883e+08
1.23737e-09 286791 8.82511e+08
1.24094e-09 285742 8.8089e+08
1.24451e-09 286851 8.79599e+08
1.2481e-09 286120 8.78433e+08
1.2517e-09 285646 8.77448e+08
1.25531e-09 285000 8.76221e+08
1.25893e-09 284755 8.75156e+08
1.26255e-09 284690 8.7363e+08
1.26619e-09 284047 8.72299e+08
1.26984e-09 283289 8.7107e+08
1.2735e-09 282462 8.6967e+08
1.27717e-09 282003 8.68411e+08
1.28086e-09 282179 8.67376e+08
1.28455e-09 282396 8.66004e+08
1.28825e-09 281045 8.64458e+08
1.29196e-09 280984 8.63658e+08
1.29569e-09 279837 8.62313e+08
1.29942e-09 280726 8.6122e+08
1.30317e-09 279247 8.59964e+08
1.30692e-09 280019 8.58266e+08
1.31069e-09 279010 8.5764e+08
1.31447e-09 277994 8.56117e+08
1.31826e-09 277348 8.55214e+08
1.32206e-09 276708 8.53638e+08
1.32587e-09 277387 8.52198e+08
1.32969e-09 276173 8.51359e+08
1.33352e-09 277171 8.49755e+08
1.33737e-09 275622 8.48918e+08
1.34122e-09 274699 8.47661e+08
1.34509e-09 275986 8.45976e+08
1.34896e-09 274632 8.4533e+08
1.35285e-09 274508 8.43955e+08
1.35675e-09 274425 8.42542e+08
1.36066e-09 273833 8.4137e+08
1.36458e-09 272415 8.40433e+08
1.36852e-09 273320 8.38854e+08
1.37246e-09 273228 8.37746e+08
1.37642e-09 270657 8.36829e+08
1.38038e-09 271394 8.35134e+08
1.38436e-09 271581 8.34222e+08
1.38835e-09 269930 8.33087e+08
1.39236e-09 269612 8.31906e+08
1.39637e-09 269748 8.30549e+08
1.40039e-09 269556 8.29246e+08
1.40443e-09 269058 8.2841e+08
1.40848e-09 268547 8.27013e+08
1.41254e-09 267406 8.25964e+08
1.41661e-09 267497 8.24744e+08
1.42069e-09 268066 8.23298e+08
1.42479e-09 267844 8.2263e+08
1.42889e-09 267340 8.21296e+08
1.43301e-09 266557 8.20014e+08
1.43714e-09 266366 8.18778e+08
1.44129e-09 265712 8.17499e+08
1.44544e-09 265347 8.16252e+08
1.44961e-09 265721 8.15191e+08
1.45378e-09 264441 8.14117e+08
1.45797e-09 264378 8.12665e+08
1.46218e-09 263390 8.1176e+08
1.46639e-09 263237 8.10384e+08
1.47062e-09 263049 8.09716e+08
1.47486e-09 262591 8.08104e+08
1.47911e-09 262135 8.07369e+08
1.48337e-09 261629 8.05759e+08
1.48765e-09 262285 8.04518e+08
1.49194e-09 260966 8.03781e+08
1.49624e-09 261198 8.02527e+08
1.50055e-09 260692 8.01206e+08
1.50487e-09 260471 8.00222e+08
1.50921e-09 260061 7.98862e+08
1.51356e-09 258858 7.9787e+08
1.51792e-09 259210 7.96788e+08
1.5223e-09 259017 7.95394e+08
1.52669e-09 259147 7.94078e+08
1.53109e-09 257426 7.93425e+08
1.5355e-09 257539 7.92044e+08
1.53993e-09 256605 7.90898e+08
1.54437e-09 257596 7.89867e+08
1.54882e-09 256458 7.88686e+08
1.55328e-09 256009 7.87289e+08
1.55776e-09 256248 7.86136e+08
1.56225e-09 255315 7.85311e+08
1.56675e-09 255196 7.83966e+08
1.57127e-09 255035 7.8327e+08
1.5758e-09 253843 7.81945e+08
1.58034e-09 254378 7.8091e+08
