# Neutron cross sections extracted from Geant4 by the ESS dgcode framework (doi:10.1016/j.physb.2018.03.025).
# Element: Cd116
# Geant4 version: 1043 "$Name: geant4-10-04-patch-03 $"
# Samples per energy point: 1250
# Energy_eV SigmaScat_Barn SigmaAbs_Barn
1.01158e-09 2515.83 385.176
1.0145e-09 2515.87 384.698
1.01742e-09 2500.95 384.134
1.02035e-09 2497.13 383.542
1.02329e-09 2508.11 382.919
1.02624e-09 2499.4 382.416
1.0292e-09 2492.53 382.027
1.03217e-09 2491.73 381.144
1.03514e-09 2478.85 380.742
1.03813e-09 2479.2 380.144
1.04112e-09 2481.03 379.642
1.04412e-09 2467.53 379.211
1.04713e-09 2468.8 378.666
1.05015e-09 2461.21 378.106
1.05317e-09 2460.44 377.515
1.05621e-09 2461.76 376.931
1.05925e-09 2451.91 376.426
1.06231e-09 2453.88 375.983
1.06537e-09 2449.86 375.302
1.06844e-09 2442.03 374.754
1.07152e-09 2440.19 374.272
1.07461e-09 2428.35 373.728
1.07771e-09 2426.47 373.254
1.08081e-09 2430.52 372.529
1.08393e-09 2433.08 372.082
1.08705e-09 2423.4 371.597
1.09018e-09 2425.57 371.021
1.09333e-09 2419.09 370.592
1.09648e-09 2419.36 369.925
1.09964e-09 2411.85 369.436
1.10281e-09 2409.99 368.852
1.10599e-09 2403.84 368.202
1.10917e-09 2398.75 367.872
1.11237e-09 2399.61 367.374
1.11558e-09 2401.11 366.805
1.11879e-09 2379.51 366.307
1.12202e-09 2390.11 365.759
1.12525e-09 2378.31 365.284
1.1285e-09 2384.86 364.571
1.13175e-09 2364.62 364.178
1.13501e-09 2374.12 363.598
1.13828e-09 2377.25 363.107
1.14156e-09 2358.73 362.648
1.14485e-09 2363 362.051
1.14815e-09 2357.16 361.584
1.15146e-09 2357.51 360.954
1.15478e-09 2351.47 360.567
1.15811e-09 2348.99 359.993
1.16145e-09 2350.05 359.5
1.1648e-09 2353.64 359.027
1.16815e-09 2336.18 358.41
1.17152e-09 2333.1 357.984
1.1749e-09 2329.54 357.344
1.17828e-09 2337.2 356.946
1.18168e-09 2326.64 356.427
1.18509e-09 2321.88 355.83
1.1885e-09 2319.55 355.26
1.19193e-09 2318.2 354.727
1.19536e-09 2313.99 354.39
1.19881e-09 2311.05 353.801
1.20226e-09 2312.81 353.216
1.20573e-09 2303.56 352.864
1.20921e-09 2305.54 352.211
1.21269e-09 2295.42 351.73
1.21619e-09 2293.32 351.301
1.21969e-09 2287.11 350.852
1.22321e-09 2291.1 350.134
1.22673e-09 2279.77 349.787
1.23027e-09 2284.9 349.298
1.23381e-09 2278.69 348.669
1.23737e-09 2270.18 348.219
1.24094e-09 2270.48 347.832
1.24451e-09 2257.09 347.255
1.2481e-09 2264.92 346.845
1.2517e-09 2264.25 346.294
1.25531e-09 2258.89 345.836
1.25893e-09 2251.89 345.205
1.26255e-09 2254.1 344.851
1.26619e-09 2248.79 344.326
1.26984e-09 2246.06 343.713
1.2735e-09 2240.13 343.243
1.27717e-09 2234.16 342.7
1.28086e-09 2229.74 342.329
1.28455e-09 2232.45 341.928
1.28825e-09 2232.58 341.349
1.29196e-09 2224.54 340.768
1.29569e-09 2221.84 340.36
1.29942e-09 2209.53 339.819
1.30317e-09 2219.45 339.362
1.30692e-09 2211.8 338.885
1.31069e-09 2212 338.411
1.31447e-09 2205.04 337.87
1.31826e-09 2199.24 337.257
1.32206e-09 2192.63 336.975
1.32587e-09 2188.22 336.495
1.32969e-09 2189.74 336.044
1.33352e-09 2184.16 335.447
1.33737e-09 2190.91 334.979
1.34122e-09 2179.18 334.462
1.34509e-09 2173.31 334.042
1.34896e-09 2179.23 333.502
1.35285e-09 2173.59 333.127
1.35675e-09 2169.91 332.644
1.36066e-09 2166.46 332.08
1.36458e-09 2164.83 331.622
1.36852e-09 2158.09 331.235
1.37246e-09 2158.27 330.667
1.37642e-09 2159.86 330.276
1.38038e-09 2148.29 329.705
1.38436e-09 2139.95 329.272
1.38835e-09 2153.04 328.916
1.39236e-09 2133.68 328.341
1.39637e-09 2131.34 327.793
1.40039e-09 2131.68 327.381
1.40443e-09 2130.16 326.879
1.40848e-09 2128.87 326.46
1.41254e-09 2120.92 325.945
1.41661e-09 2118.09 325.501
1.42069e-09 2109.69 324.974
1.42479e-09 2121.27 324.535
1.42889e-09 2121.14 324.121
1.43301e-09 2114.37 323.681
