 Direct beam 1:  4454
 Reflect beam 1:  4566
 Instrument background 1:  
 Theta 1: san
 Direct beam 2:  4570
 Reflect beam 2:  4567
 Instrument background 2:  
 Theta 2: san
 Direct beam 3:  4572
 Reflect beam 3:  4569
 Instrument background 3:  
 Theta 3: san
 Water:  
 Foreground 1:        5
 Foreground 2:        9
 Foreground 3:        9
 Background Low 1 - Offset :        5
 Background Low 1 - Width  :        9
 Background Low 2 - Offset :        5
 Background Low 2 - Width  :        5
 Background Low 3 - Offset :        5
 Background Low 3 - Width  :        5
 Background High 1 - Offset :        5
 Background High 1 - Width  :        9
 Background High 2 - Offset :        5
 Background High 2 - Width  :        5
 Background High 3 - Offset :        5
 Background High 3 - Width  :        5
 Lambda Range 1:       3.00000-      25.0000
 Lambda Range 2:       2.20000-      25.0000
 Lambda Range 3:       2.20000-      25.0000
 Useful Pixel Range 1:           30-         255
 Useful Pixel Range 2:           30-         255
 Useful Pixel Range 3:           30-         255
 Search Pixel Range 1:          160-         254
 Search Pixel Range 2:          160-         254
 Search Pixel Range 3:          160-         254
 Search Time Range 1:            0-         999
 Search Time Range 2:            0-         999
 Search Time Range 3:            0-         999

	q	   refl		refl err	q res
    0.0243576    0.00283449   0.000394192   0.000331671
    0.0243653    0.00274444   0.000324738   0.000369775
    0.0244183    0.00292272   0.000383029   0.000332579
    0.0244792    0.00306503   0.000409730   0.000333492
    0.0244873    0.00332349   0.000353402   0.000371981
    0.0245386    0.00261333    0.00114568   0.000318106
    0.0245404    0.00420431   0.000501433   0.000334410
    0.0245693    0.00380247    0.00131322   0.000318524
    0.0246001    0.00271652    0.00103860   0.000318943
    0.0246020    0.00362513   0.000436944   0.000335333
    0.0246105    0.00376047   0.000370452   0.000374212
    0.0246309    0.00225867   0.000853157   0.000319363
    0.0246618    0.00498443    0.00182242   0.000319784
    0.0246638    0.00401502   0.000471385   0.000336261
    0.0246928    0.00241635   0.000899301   0.000320206
    0.0247239    0.00452523    0.00164405   0.000320630
    0.0247260    0.00479037   0.000498258   0.000337194
    0.0247350    0.00374914   0.000364831   0.000376471
    0.0247551    0.00703569    0.00286189   0.000321054
    0.0247863    0.00541200    0.00188951   0.000321480
    0.0247885    0.00447547   0.000463020   0.000338133
    0.0248176    0.00435307    0.00149686   0.000321906
    0.0248490    0.00444591    0.00122077   0.000322334
    0.0248513    0.00457316   0.000480504   0.000339076
    0.0248607    0.00518660   0.000428265   0.000378756
    0.0248804    0.00545341    0.00166431   0.000322763
    0.0249120    0.00377705    0.00120049   0.000323193
    0.0249144    0.00561134   0.000517491   0.000340025
    0.0249436    0.00559020    0.00157919   0.000323624
    0.0249753    0.00547153    0.00167849   0.000324057
    0.0249779    0.00603160   0.000567095   0.000340979
    0.0249878    0.00564594   0.000444432   0.000381068
    0.0250071    0.00579652    0.00185280   0.000324490
    0.0250390    0.00563200    0.00155617   0.000324925
    0.0250416    0.00697544   0.000614630   0.000341938
    0.0250709    0.00448090    0.00105008   0.000325361
    0.0251030    0.00670108    0.00178606   0.000325798
    0.0251057    0.00735590   0.000613996   0.000342903
    0.0251161    0.00636674   0.000467944   0.000383409
    0.0251351    0.00609156    0.00145628   0.000326236
    0.0251673    0.00737156    0.00196919   0.000326675
    0.0251702    0.00842826   0.000658171   0.000343874
    0.0251995    0.00863940    0.00225520   0.000327116
    0.0252319    0.00553553    0.00130690   0.000327558
    0.0252349    0.00725381   0.000599420   0.000344849
    0.0252458    0.00665580   0.000476109   0.000385778
    0.0252643    0.00813496    0.00192365   0.000328001
    0.0252969    0.00633967    0.00129076   0.000328445
    0.0253000    0.00802617   0.000631328   0.000345831
    0.0253295    0.00824605    0.00196408   0.000328890
    0.0253622     0.0105618    0.00246015   0.000329337
    0.0253654    0.00880671   0.000676612   0.000346818
    0.0253768    0.00782911   0.000517284   0.000388175
    0.0253950    0.00690441    0.00146386   0.000329785
    0.0254278    0.00837128    0.00167866   0.000330234
    0.0254312    0.00899995   0.000680269   0.000347810
    0.0254608    0.00593755    0.00123137   0.000330684
    0.0254938    0.00895324    0.00193612   0.000331135
    0.0254973    0.00983647   0.000726293   0.000348808
    0.0255092    0.00774324   0.000507213   0.000390602
    0.0255269    0.00921735    0.00210841   0.000331588
    0.0255601    0.00710710    0.00135190   0.000332042
    0.0255638    0.00903601   0.000664057   0.000349812
    0.0255934     0.0124977    0.00274906   0.000332497
    0.0256268     0.0103627    0.00212672   0.000332954
    0.0256305    0.00983347   0.000705617   0.000350822
    0.0256429    0.00804250   0.000514657   0.000393059
    0.0256603     0.0122709    0.00278233   0.000333411
    0.0256938     0.0131450    0.00277073   0.000333870
    0.0256977    0.00949524   0.000664854   0.000351837
    0.0257275    0.00946274    0.00173972   0.000334330
    0.0257612     0.0115500    0.00223842   0.000334792
    0.0257652     0.0102350   0.000707717   0.000352858
    0.0257781    0.00898208   0.000541257   0.000395547
    0.0257950     0.0102344    0.00197896   0.000335255
    0.0258289     0.0102153    0.00180269   0.000335718
    0.0258331     0.0105498   0.000744052   0.000353886
    0.0258629     0.0147099    0.00335311   0.000336184
    0.0258970     0.0130210    0.00270117   0.000336650
    0.0259013     0.0106926   0.000735971   0.000354919
    0.0259147    0.00931489   0.000547774   0.000398066
    0.0259312     0.0136867    0.00275499   0.000337118
    0.0259655    0.00916807    0.00155887   0.000337587
    0.0259698     0.0113495   0.000770537   0.000355958
    0.0259998     0.0120207    0.00218469   0.000338058
    0.0260343     0.0118316    0.00214829   0.000338530
    0.0260388     0.0110664   0.000728957   0.000357003
    0.0260528    0.00997449   0.000560864   0.000400616
    0.0260688     0.0103239    0.00204280   0.000339003
    0.0261035    0.00901847    0.00160779   0.000339477
    0.0261081     0.0124990   0.000800301   0.000358055
    0.0261382     0.0170822    0.00364341   0.000339953
    0.0261730     0.0118594    0.00231076   0.000340430
    0.0261778     0.0103423   0.000697805   0.000359112
    0.0261923    0.00936648   0.000540221   0.000403198
    0.0262079     0.0106894    0.00197012   0.000340909
    0.0262429     0.0107893    0.00214157   0.000341388
    0.0262478     0.0117491   0.000747802   0.000360176
    0.0262780     0.0135222    0.00255939   0.000341869
    0.0263132    0.00730014    0.00115425   0.000342352
    0.0263182     0.0109262   0.000702530   0.000361246
    0.0263334    0.00850019   0.000514316   0.000405814
    0.0263485    0.00878827    0.00152852   0.000342836
    0.0263839     0.0135204    0.00264039   0.000343321
    0.0263890     0.0106777   0.000687201   0.000362322
    0.0264194     0.0118976    0.00225980   0.000343808
    0.0264549     0.0126187    0.00245360   0.000344296
    0.0264602     0.0106071   0.000677793   0.000363405
    0.0264759    0.00935303   0.000535660   0.000408462
    0.0264906     0.0124223    0.00257059   0.000344785
    0.0265264    0.00729772    0.00124479   0.000345276
    0.0265318    0.00893123   0.000614131   0.000364495
    0.0265622    0.00828100    0.00146722   0.000345768
    0.0265982    0.00842508    0.00142535   0.000346261
    0.0266038     0.0101795   0.000656579   0.000365590
    0.0266200    0.00818144   0.000497949   0.000411145
    0.0266342     0.0117040    0.00249552   0.000346756
    0.0266704     0.0108130    0.00232403   0.000347253
    0.0266761    0.00980431   0.000648245   0.000366693
    0.0267066    0.00889251    0.00166341   0.000347750
    0.0267430    0.00975611    0.00184346   0.000348250
    0.0267489    0.00987511   0.000657056   0.000367802
    0.0267657    0.00765953   0.000479868   0.000413863
    0.0267794    0.00741400    0.00136300   0.000348750
    0.0268160    0.00737191    0.00129594   0.000349253
    0.0268220    0.00878605   0.000599525   0.000368917
    0.0268526    0.00880232    0.00167076   0.000349756
    0.0268894    0.00662100    0.00119085   0.000350261
    0.0268956    0.00810856   0.000549026   0.000370040
    0.0269131    0.00763239   0.000474479   0.000416616
    0.0269262    0.00653247    0.00121263   0.000350768
    0.0269632    0.00781846    0.00157618   0.000351275
    0.0269695    0.00682920   0.000495521   0.000371169
    0.0270002    0.00842625    0.00170017   0.000351785
    0.0270374    0.00710967    0.00142113   0.000352296
    0.0270439    0.00734504   0.000524072   0.000372305
    0.0270620    0.00735915   0.000464216   0.000419405
    0.0270747    0.00684361    0.00128919   0.000352808
    0.0271120    0.00450476   0.000899583   0.000353322
    0.0271186    0.00591562   0.000446318   0.000373448
    0.0271495    0.00823680    0.00164598   0.000353837
    0.0271870    0.00668998    0.00128971   0.000354354
    0.0271938    0.00660752   0.000487005   0.000374598
    0.0272126    0.00631552   0.000429090   0.000422230
    0.0272247    0.00515900   0.000999990   0.000354872
    0.0272625    0.00728112    0.00174145   0.000355392
    0.0272694    0.00571408   0.000438740   0.000375755
    0.0273004    0.00519200    0.00110774   0.000355914
    0.0273384    0.00380891   0.000794794   0.000356437
    0.0273454    0.00528309   0.000421468   0.000376920
    0.0273649    0.00431475   0.000352710   0.000425094
    0.0273765    0.00535920    0.00100944   0.000356961
    0.0274146    0.00434442   0.000942249   0.000357487
    0.0274219    0.00453364   0.000387036   0.000378091
    0.0274530    0.00468160    0.00102641   0.000358015
    0.0274914    0.00472537   0.000995049   0.000358544
    0.0274988    0.00389700   0.000348139   0.000379270
    0.0275189    0.00468856   0.000366160   0.000427995
    0.0275299    0.00270356   0.000608818   0.000359074
    0.0275685    0.00390133   0.000850335   0.000359607
    0.0275761    0.00374467   0.000343815   0.000380456
    0.0276072    0.00342749   0.000772402   0.000360140
    0.0276461    0.00338800   0.000714253   0.000360676
    0.0276538    0.00381764   0.000346658   0.000381649
    0.0276746    0.00375384   0.000325057   0.000430936
    0.0276850    0.00372167   0.000859876   0.000361213
    0.0277241    0.00413900   0.000899367   0.000361751
    0.0277320    0.00345423   0.000322321   0.000382850
    0.0277633    0.00252267   0.000598174   0.000362292
    0.0278026    0.00219224   0.000487298   0.000362833
    0.0278106    0.00288936   0.000294702   0.000384058
    0.0278321    0.00276296   0.000277655   0.000433916
    0.0278420    0.00190069   0.000453846   0.000363377
    0.0278815    0.00228302   0.000606538   0.000363922
    0.0278897    0.00244625   0.000271306   0.000385274
    0.0279211    0.00284900   0.000700681   0.000364469
    0.0279608    0.00211071   0.000588735   0.000365017
    0.0279692    0.00243612   0.000264146   0.000386498
    0.0279914    0.00290581   0.000286055   0.000436937
    0.0280007    0.00164871   0.000404598   0.000365567
    0.0280406    0.00250576   0.000564784   0.000366119
    0.0280492    0.00201159   0.000237157   0.000387729
    0.0280807    0.00198733   0.000495073   0.000366672
    0.0281209    0.00196054   0.000439903   0.000367227
    0.0281296    0.00174891   0.000217408   0.000388969
    0.0281526    0.00212190   0.000240724   0.000439999
    0.0281612    0.00154000   0.000470347   0.000367784
    0.0282016    0.00251667   0.000599411   0.000368342
    0.0282105    0.00133615   0.000190206   0.000390216
    0.0282422    0.00116808   0.000311396   0.000368902
    0.0282828    0.00178640   0.000444773   0.000369464
    0.0282919    0.00173085   0.000212912   0.000391471
    0.0283156    0.00197552   0.000232564   0.000443104
    0.0283236    0.00122719   0.000344535   0.000370027
    0.0283645   0.000851053   0.000347217   0.000370592
    0.0283738    0.00144763   0.000203495   0.000392734
    0.0284055    0.00146146   0.000408258   0.000371159
    0.0284466   0.000901952   0.000316831   0.000371728
    0.0284561    0.00141713   0.000191736   0.000394005
    0.0284805    0.00165188   0.000211912   0.000446251
    0.0284879    0.00201449   0.000539530   0.000372298
    0.0285292    0.00129360   0.000325533   0.000372870
    0.0285389    0.00129076   0.000178812   0.000395285
    0.0285707    0.00158705   0.000404441   0.000373444
    0.0286123   0.000964679   0.000306071   0.000374020
    0.0286221    0.00146667   0.000194227   0.000396573
    0.0286473    0.00140143   0.000192881   0.000449443
    0.0286540    0.00118720   0.000313558   0.000374597
    0.0286959    0.00124362   0.000338859   0.000375177
    0.0287059    0.00130303   0.000179858   0.000397869
    0.0287379    0.00115280   0.000271185   0.000375758
    0.0287800    0.00103600   0.000262528   0.000376340
    0.0287901    0.00116323   0.000169393   0.000399173
    0.0288161    0.00146085   0.000196357   0.000452679
    0.0288222    0.00102667   0.000298988   0.000376925
    0.0288645    0.00129438   0.000273280   0.000377511
    0.0288749    0.00197293   0.000222757   0.000400486
    0.0289070    0.00236737   0.000509984   0.000378100
    0.0289496    0.00146077   0.000346222   0.000378690
    0.0289602    0.00158805   0.000194135   0.000401808
    0.0289869    0.00185191   0.000220872   0.000455961
    0.0289923    0.00134359   0.000360172   0.000379282
    0.0290351    0.00185583   0.000416598   0.000379876
    0.0290459    0.00159849   0.000192456   0.000403138
    0.0290781    0.00224127   0.000428623   0.000380471
    0.0291212    0.00184471   0.000425337   0.000381069
    0.0291322    0.00230543   0.000233913   0.000404478
    0.0291598    0.00266806   0.000268508   0.000459290
    0.0291644    0.00187924   0.000400459   0.000381668
    0.0292078    0.00197321   0.000437622   0.000382269
    0.0292190    0.00258198   0.000248368   0.000405826
    0.0292513    0.00219527   0.000433451   0.000382873
    0.0292949    0.00320916   0.000583258   0.000383478
    0.0293063    0.00280462   0.000251345   0.000407183
    0.0293347    0.00279235   0.000279210   0.000462667
    0.0293386    0.00273600   0.000461511   0.000384084
    0.0293825    0.00254009   0.000411397   0.000384693
    0.0293941    0.00271706   0.000246879   0.000408549
    0.0294265    0.00366990   0.000654178   0.000385304
    0.0294706    0.00251338   0.000432938   0.000385917
    0.0294824    0.00274609   0.000248678   0.000409924
    0.0295117    0.00281312   0.000279299   0.000466093
    0.0295149    0.00348480   0.000575020   0.000386532
    0.0295593    0.00362000   0.000568249   0.000387148
    0.0295713    0.00336407   0.000279131   0.000411308
    0.0296038    0.00349211   0.000576682   0.000387767
    0.0296485    0.00323210   0.000501865   0.000388388
    0.0296607    0.00379717   0.000299674   0.000412702
    0.0296909    0.00339669   0.000305020   0.000469568
    0.0296933    0.00326550   0.000488986   0.000389010
    0.0297383    0.00367155   0.000566678   0.000389635
    0.0297507    0.00394634   0.000294348   0.000414105
    0.0297834    0.00337796   0.000483479   0.000390262
    0.0298286    0.00387738   0.000550650   0.000390890
    0.0298412    0.00448440   0.000318796   0.000415518
    0.0298723    0.00395381   0.000328020   0.000473094
    0.0298739    0.00401629   0.000583275   0.000391521
    0.0299194    0.00422517   0.000593034   0.000392153
    0.0299323    0.00427088   0.000310817   0.000416940
    0.0299650    0.00431571   0.000623411   0.000392788
    0.0300108    0.00411693   0.000576795   0.000393425
    0.0300239    0.00553523   0.000350710   0.000418372
    0.0300559    0.00449258   0.000348570   0.000476672
    0.0300567    0.00453658   0.000603329   0.000394064
    0.0301028    0.00483850   0.000665368   0.000394705
    0.0301161    0.00489450   0.000327058   0.000419813
    0.0301490    0.00439392   0.000591964   0.000395348
    0.0301953    0.00738695    0.00112920   0.000395993
    0.0302088    0.00484876   0.000328312   0.000421265
    0.0302418    0.00533384   0.000728407   0.000396640
    0.0302418    0.00364349   0.000313653   0.000480304
    0.0302884    0.00485533   0.000660653   0.000397289
    0.0303021    0.00523355   0.000343691   0.000422727
    0.0303351    0.00612446   0.000851038   0.000397941
    0.0303821    0.00517986   0.000668156   0.000398594
    0.0303960    0.00503132   0.000331393   0.000424198
    0.0304291    0.00493890   0.000644786   0.000399250
    0.0304300    0.00434768   0.000344143   0.000483989
    0.0304763    0.00508347   0.000630699   0.000399908
    0.0304905    0.00481622   0.000312530   0.000425680
    0.0305237    0.00490855   0.000639630   0.000400568
    0.0305711    0.00470406   0.000618397   0.000401230
    0.0305856    0.00563395   0.000345551   0.000427172
    0.0306188    0.00651310   0.000847493   0.000401895
    0.0306205    0.00464114   0.000361207   0.000487731
    0.0306666    0.00458333   0.000573647   0.000402561
    0.0306813    0.00510403   0.000326676   0.000428675
    0.0307145    0.00475846   0.000587669   0.000403230
    0.0307626    0.00499077   0.000637751   0.000403901
    0.0307775    0.00488585   0.000312097   0.000430188
    0.0308108    0.00581000   0.000766121   0.000404574
    0.0308134    0.00452889   0.000357257   0.000491528
    0.0308592    0.00592821   0.000746678   0.000405250
    0.0308744    0.00473661   0.000308300   0.000431712
    0.0309078    0.00463942   0.000569359   0.000405928
    0.0309565    0.00473629   0.000620163   0.000406608
    0.0309719    0.00444089   0.000290358   0.000433247
    0.0310053    0.00579015   0.000724229   0.000407290
    0.0310088    0.00435039   0.000349067   0.000495384
    0.0310543    0.00467383   0.000595400   0.000407975
    0.0310700    0.00417646   0.000273248   0.000434792
    0.0311035    0.00374672   0.000491752   0.000408662
    0.0311528    0.00502627   0.000606515   0.000409351
    0.0311687    0.00417008   0.000274496   0.000436348
    0.0312023    0.00380486   0.000477411   0.000410043
    0.0312067    0.00423321   0.000344085   0.000499299
    0.0312519    0.00456206   0.000592206   0.000410736
    0.0312681    0.00424450   0.000282273   0.000437916
    0.0313017    0.00406280   0.000514385   0.000411433
    0.0313516    0.00425050   0.000494968   0.000412131
    0.0313681    0.00476573   0.000301021   0.000439495
    0.0314017    0.00452213   0.000567546   0.000412832
    0.0314071    0.00316027   0.000296632   0.000503275
    0.0314520    0.00365685   0.000457658   0.000413536
    0.0314687    0.00403737   0.000271495   0.000441085
    0.0315024    0.00351060   0.000477673   0.000414241
    0.0315530    0.00354667   0.000487237   0.000414950
    0.0315700    0.00360904   0.000254423   0.000442686
    0.0316038    0.00270521   0.000355509   0.000415660
    0.0316102    0.00287637   0.000282821   0.000507313
    0.0316547    0.00295157   0.000381120   0.000416373
    0.0316719    0.00312316   0.000226549   0.000444299
    0.0317058    0.00282333   0.000351058   0.000417089
    0.0317570    0.00315347   0.000430212   0.000417806
    0.0317745    0.00286850   0.000217396   0.000445924
    0.0318084    0.00319088   0.000453576   0.000418527
    0.0318158    0.00242608   0.000260623   0.000511414
    0.0318600    0.00238058   0.000302708   0.000419250
    0.0318778    0.00268515   0.000215264   0.000447560
    0.0319118    0.00257791   0.000363241   0.000419975
    0.0319637    0.00211061   0.000305741   0.000420703
    0.0319817    0.00215692   0.000188501   0.000449209
    0.0320158    0.00217606   0.000322331   0.000421433
    0.0320242    0.00167797   0.000228820   0.000515580
    0.0320680    0.00193885   0.000269139   0.000422166
    0.0320864    0.00208411   0.000180270   0.000450870
    0.0321204    0.00207213   0.000287703   0.000422902
    0.0321730    0.00202964   0.000298873   0.000423640
    0.0321917    0.00186368   0.000174065   0.000452542
    0.0322258    0.00153544   0.000232465   0.000424381
    0.0322353    0.00188761   0.000245978   0.000519813
    0.0322787    0.00186297   0.000291008   0.000425124
    0.0322977    0.00138300   0.000142384   0.000454228
    0.0323319    0.00137892   0.000227827   0.000425870
    0.0323851    0.00101793   0.000180052   0.000426618
    0.0324044    0.00108893   0.000127187   0.000455925
    0.0324386    0.00146046   0.000237276   0.000427369
    0.0324492    0.00157798   0.000224617   0.000524114
    0.0324923    0.00117150   0.000221274   0.000428123
    0.0325118    0.00111426   0.000127484   0.000457636
    0.0325461    0.00131115   0.000211580   0.000428879
    0.0326001   0.000815443   0.000167122   0.000429638
    0.0326199   0.000841196   0.000109849   0.000459359
    0.0326543    0.00103983   0.000200112   0.000430400
    0.0326659   0.000924408   0.000172124   0.000528484
    0.0327086   0.000975377   0.000190405   0.000431164
    0.0327287   0.000854292   0.000111419   0.000461095
    0.0327632   0.000803367   0.000167196   0.000431931
    0.0328179   0.000820697   0.000164593   0.000432701
    0.0328383   0.000800101   0.000105432   0.000462844
    0.0328728   0.000807590   0.000162690   0.000433474
    0.0328856   0.000950618   0.000172404   0.000532925
    0.0329279   0.000718667   0.000155025   0.000434249
    0.0329486   0.000535181   8.22804e-05   0.000464606
    0.0329832   0.000388067   0.000108273   0.000435027
    0.0330386   0.000853552   0.000170633   0.000435808
    0.0330596   0.000652877   9.31120e-05   0.000466382
    0.0330943   0.000601208   0.000135246   0.000436592
    0.0331082   0.000790622   0.000155115   0.000537440
    0.0331501   0.000596479   0.000133312   0.000437379
    0.0331714   0.000687752   9.42871e-05   0.000468171
    0.0332061   0.000562967   0.000126701   0.000438168
    0.0332623   0.000764733   0.000146571   0.000438960
    0.0332840   0.000753337   9.75591e-05   0.000469973
    0.0333188   0.000529407   0.000126797   0.000439755
    0.0333339    0.00112002   0.000185665   0.000542030
    0.0333754   0.000515763   0.000109363   0.000440553
    0.0333973   0.000852951   0.000106902   0.000471790
    0.0334321   0.000672189   0.000135381   0.000441354
    0.0334891   0.000782463   0.000147525   0.000442158
    0.0335114   0.000928993   0.000110632   0.000473621
    0.0335463   0.000611046   0.000132970   0.000442965
    0.0335627    0.00107708   0.000179609   0.000546695
    0.0336037    0.00119714   0.000198503   0.000443774
    0.0336263    0.00129827   0.000131386   0.000475465
    0.0336612   0.000833929   0.000133435   0.000444587
    0.0337190    0.00105131   0.000172598   0.000445402
    0.0337420    0.00119336   0.000125095   0.000477324
    0.0337770   0.000909246   0.000150765   0.000446221
    0.0337946    0.00102947   0.000178463   0.000551440
    0.0338351    0.00102798   0.000165774   0.000447043
    0.0338585    0.00137798   0.000132138   0.000479198
    0.0338935    0.00122492   0.000175858   0.000447867
    0.0339521    0.00120081   0.000186525   0.000448695
    0.0339757    0.00178005   0.000147694   0.000481086
    0.0340108    0.00141088   0.000200709   0.000449526
    0.0340298    0.00124011   0.000193793   0.000556265
    0.0340698    0.00158119   0.000209290   0.000450359
    0.0340938    0.00147653   0.000132641   0.000482988
    0.0341290    0.00168382   0.000210174   0.000451196
    0.0341884    0.00169489   0.000217732   0.000452036
    0.0342127    0.00203770   0.000156107   0.000484906
    0.0342480    0.00150337   0.000195113   0.000452879
    0.0342683    0.00194088   0.000244184   0.000561172
    0.0343078    0.00164427   0.000204284   0.000453726
    0.0343325    0.00234338   0.000167731   0.000486839
    0.0343678    0.00201025   0.000239160   0.000454575
    0.0344280    0.00224221   0.000260119   0.000455428
    0.0344531    0.00227905   0.000167612   0.000488787
    0.0344884    0.00244715   0.000276738   0.000456283
    0.0345101    0.00171107   0.000227101   0.000566164
    0.0345491    0.00241553   0.000261904   0.000457142
    0.0345745    0.00217196   0.000161719   0.000490751
    0.0346099    0.00221244   0.000244845   0.000458005
    0.0346710    0.00287662   0.000319723   0.000458870
    0.0346968    0.00227696   0.000164405   0.000492731
    0.0347323    0.00222731   0.000245061   0.000459739
    0.0347554    0.00246356   0.000271677   0.000571242
    0.0347938    0.00249422   0.000256094   0.000460611
    0.0348200    0.00251901   0.000169962   0.000494726
    0.0348555    0.00256141   0.000262364   0.000461486
    0.0349175    0.00253709   0.000266468   0.000462365
    0.0349440    0.00272098   0.000175908   0.000496737
    0.0349796    0.00228122   0.000241196   0.000463247
    0.0350042    0.00249680   0.000272764   0.000576410
    0.0350420    0.00264843   0.000266866   0.000464132
    0.0350690    0.00292874   0.000183302   0.000498765
    0.0351046    0.00244089   0.000248472   0.000465021
    0.0351675    0.00248749   0.000244324   0.000465913
    0.0351948    0.00246165   0.000164304   0.000500809
    0.0352305    0.00306498   0.000303107   0.000466809
    0.0352565    0.00265307   0.000280030   0.000581669
    0.0352938    0.00292818   0.000284711   0.000467708
    0.0353215    0.00244524   0.000161180   0.000502870
    0.0353573    0.00257354   0.000249054   0.000468610
    0.0354211    0.00282786   0.000275179   0.000469516
    0.0354492    0.00275007   0.000174075   0.000504948
    0.0354850    0.00238727   0.000229025   0.000470426
    0.0355126    0.00214012   0.000251963   0.000587021
    0.0355492    0.00251341   0.000244238   0.000471339
    0.0355778    0.00259641   0.000165906   0.000507042
    0.0356137    0.00261833   0.000255698   0.000472255
    0.0356783    0.00222312   0.000209526   0.000473175
    0.0357073    0.00249387   0.000161707   0.000509154
    0.0357433    0.00278222   0.000260257   0.000474099
    0.0357724    0.00207385   0.000248596   0.000592469
    0.0358084    0.00240368   0.000235394   0.000475026
    0.0358378    0.00220192   0.000150003   0.000511284
    0.0358738    0.00226073   0.000226732   0.000475957
    0.0359394    0.00219980   0.000228998   0.000476892
    0.0359692    0.00217278   0.000148810   0.000513431
    0.0360053    0.00211273   0.000208998   0.000477830
    0.0360360    0.00127593   0.000195005   0.000598015
    0.0360713    0.00197370   0.000205536   0.000478772
    0.0361016    0.00215581   0.000148002   0.000515596
    0.0361377    0.00184224   0.000192905   0.000479717
    0.0362043    0.00205551   0.000213477   0.000480667
    0.0362349    0.00168612   0.000129180   0.000517779
    0.0362711    0.00177864   0.000182741   0.000481620
    0.0363035    0.00125943   0.000191226   0.000603663
    0.0363382    0.00202020   0.000217752   0.000482577
    0.0363693    0.00158527   0.000122710   0.000519981
    0.0364055    0.00149096   0.000167609   0.000483537
    0.0364731    0.00141019   0.000157956   0.000484502
    0.0365046    0.00160730   0.000123691   0.000522201
    0.0365409    0.00147073   0.000161373   0.000485470
    0.0365750    0.00131224   0.000196037   0.000609415
    0.0366090    0.00141631   0.000165582   0.000486442
    0.0366410    0.00124528   0.000107883   0.000524440
    0.0366774    0.00114262   0.000135567   0.000487419
    0.0367460    0.00113650   0.000137317   0.000488399
    0.0367784    0.00115769   0.000101579   0.000526698
    0.0368148    0.00111328   0.000138874   0.000489383
    0.0368506   0.000757439   0.000156531   0.000615273
    0.0368839   0.000875427   0.000113018   0.000490371
    0.0369168   0.000778958   8.34048e-05   0.000528975
    0.0369533   0.000879036   0.000113804   0.000491362
    0.0370229   0.000757480   0.000102502   0.000492358
    0.0370563   0.000700314   7.75468e-05   0.000531272
    0.0370928   0.000663296   9.97897e-05   0.000493358
    0.0371304    0.00108801   0.000195518   0.000621241
    0.0371630   0.000624556   9.21227e-05   0.000494362
    0.0371968   0.000682016   7.87889e-05   0.000533589
    0.0372334   0.000661108   0.000100762   0.000495371
    0.0373041   0.000582547   9.30039e-05   0.000496383
    0.0373384   0.000610610   7.20618e-05   0.000535926
    0.0373750   0.000563500   9.04499e-05   0.000497399
    0.0374145   0.000517418   0.000136222   0.000627321
    0.0374463   0.000480805   7.71831e-05   0.000498420
    0.0374811   0.000420034   6.01946e-05   0.000538283
    0.0375178   0.000320420   6.66953e-05   0.000499444
    0.0375896   0.000401347   7.66390e-05   0.000500473
    0.0376248   0.000366594   5.58691e-05   0.000540661
    0.0376616   0.000303866   6.22374e-05   0.000501506
    0.0377030   0.000420049   0.000124726   0.000633517
    0.0377339   0.000326927   6.29917e-05   0.000502544
    0.0377697   0.000365581   5.52197e-05   0.000543059
    0.0378065   0.000385000   6.53890e-05   0.000503585
    0.0378794   0.000269454   5.55947e-05   0.000504631
    0.0379157   0.000481969   6.25188e-05   0.000545479
    0.0379526   0.000309930   6.52632e-05   0.000505682
    0.0379959   0.000572676   0.000141754   0.000639833
    0.0380260   0.000398133   6.56847e-05   0.000506736
    0.0380628   0.000456438   5.98366e-05   0.000547920
    0.0380998   0.000298689   5.79476e-05   0.000507795
    0.0381738   0.000273196   5.43822e-05   0.000508859
    0.0382111   0.000576972   6.71462e-05   0.000550383
    0.0382481   0.000599705   8.40108e-05   0.000509927
    0.0382935   0.000649962   0.000145383   0.000646270
    0.0383227   0.000524550   8.01183e-05   0.000510999
    0.0383605   0.000560962   6.52677e-05   0.000552868
    0.0383976   0.000635167   9.01346e-05   0.000512076
    0.0384728   0.000562629   8.04364e-05   0.000513158
    0.0385111   0.000665853   7.15051e-05   0.000555375
    0.0385483   0.000748171   9.42685e-05   0.000514244
    0.0385957   0.000939291   0.000176607   0.000652833
    0.0386241   0.000653726   8.90165e-05   0.000515335
    0.0386629   0.000752008   7.56304e-05   0.000557905
    0.0387001   0.000885344   0.000109971   0.000516430
    0.0387765   0.000812152   9.36662e-05   0.000517530
    0.0388159    0.00103158   8.81383e-05   0.000560457
    0.0388532   0.000983529   0.000111132   0.000518634
    0.0389027    0.00132739   0.000204957   0.000659526
    0.0389302    0.00126907   0.000123545   0.000519744
    0.0389702    0.00119527   9.38005e-05   0.000563033
    0.0390075    0.00122606   0.000126811   0.000520858
    0.0390851   0.000945600   0.000100070   0.000521977
    0.0391256    0.00119834   9.32185e-05   0.000565632
    0.0391630    0.00121021   0.000119713   0.000523100
    0.0392147    0.00128595   0.000202370   0.000666351
    0.0392412    0.00139384   0.000133554   0.000524229
    0.0392823    0.00118632   9.25812e-05   0.000568255
