 Direct beam 1:  4454
 Reflect beam 1:  4566
 Instrument background 1:  
 Theta 1: san
 Direct beam 2:  4570
 Reflect beam 2:  4567
 Instrument background 2:  
 Theta 2: san
 Direct beam 3:  4572
 Reflect beam 3:  4569
 Instrument background 3:  
 Theta 3: san
 Water:  
 Foreground 1:        5
 Foreground 2:        9
 Foreground 3:        9
 Background Low 1 - Offset :        5
 Background Low 1 - Width  :        9
 Background Low 2 - Offset :        5
 Background Low 2 - Width  :        5
 Background Low 3 - Offset :        5
 Background Low 3 - Width  :        5
 Background High 1 - Offset :        5
 Background High 1 - Width  :        9
 Background High 2 - Offset :        5
 Background High 2 - Width  :        5
 Background High 3 - Offset :        5
 Background High 3 - Width  :        5
 Lambda Range 1:       3.00000-      25.0000
 Lambda Range 2:       2.20000-      25.0000
 Lambda Range 3:       2.20000-      25.0000
 Useful Pixel Range 1:           30-         255
 Useful Pixel Range 2:           30-         255
 Useful Pixel Range 3:           30-         255
 Search Pixel Range 1:          160-         254
 Search Pixel Range 2:          160-         254
 Search Pixel Range 3:          160-         254
 Search Time Range 1:            0-         999
 Search Time Range 2:            0-         999
 Search Time Range 3:            0-         999

	q	   refl		refl err	q res
    0.0127780      0.871082     0.0270384   0.000176915
    0.0127936      0.899713      0.199891   0.000166150
    0.0128103      0.841114      0.178770   0.000166378
    0.0128115      0.875282     0.0262513   0.000177426
    0.0128270      0.620963      0.116331   0.000166607
    0.0128438       1.02424      0.227060   0.000166837
    0.0128451      0.895176     0.0271141   0.000177940
    0.0128607      0.940489      0.203983   0.000167067
    0.0128776      0.855686      0.181090   0.000167298
    0.0128789      0.869695     0.0262556   0.000178457
    0.0128945       1.19163      0.303855   0.000167530
    0.0129115       1.27456      0.322711   0.000167762
    0.0129130      0.815094     0.0247283   0.000178977
    0.0129285       1.21460      0.315840   0.000167995
    0.0129455       1.00476      0.217696   0.000168228
    0.0129471      0.884102     0.0260584   0.000179500
    0.0129626      0.803471      0.160208   0.000168462
    0.0129798       1.10899      0.263882   0.000168697
    0.0129815      0.849499     0.0252264   0.000180026
    0.0129970       1.26949      0.303065   0.000168933
    0.0130142       1.20822      0.288639   0.000169169
    0.0130161      0.868766     0.0259521   0.000180555
    0.0130315      0.775694      0.154775   0.000169405
    0.0130489       1.28040      0.305636   0.000169643
    0.0130508      0.843871     0.0250807   0.000181087
    0.0130662      0.791658      0.155477   0.000169881
    0.0130837      0.723511      0.135058   0.000170120
    0.0130857      0.820907     0.0243327   0.000181623
    0.0131012       1.42484      0.385190   0.000170359
    0.0131187      0.876330      0.178528   0.000170599
    0.0131208      0.869815     0.0253167   0.000182161
    0.0131362       1.12722      0.275847   0.000170840
    0.0131539      0.729049      0.138386   0.000171082
    0.0131561      0.773728     0.0224720   0.000182703
    0.0131715      0.729337      0.143000   0.000171324
    0.0131892       1.05626      0.246060   0.000171567
    0.0131916      0.757341     0.0220935   0.000183248
    0.0132070      0.921818      0.208804   0.000171810
    0.0132248      0.722503      0.137180   0.000172054
    0.0132273      0.773615     0.0222007   0.000183796
    0.0132427       1.28122      0.348759   0.000172299
    0.0132606      0.923201      0.204130   0.000172545
    0.0132632      0.791923     0.0227940   0.000184347
    0.0132785      0.594463      0.106311   0.000172791
    0.0132965      0.849652      0.180550   0.000173038
    0.0132993      0.784222     0.0225854   0.000184902
    0.0133146      0.984244      0.234619   0.000173286
    0.0133327      0.980812      0.228763   0.000173534
    0.0133355      0.735269     0.0214494   0.000185460
    0.0133508      0.933688      0.207293   0.000173783
    0.0133690      0.903050      0.204617   0.000174033
    0.0133720      0.669111     0.0195043   0.000186021
    0.0133872      0.829114      0.179480   0.000174284
    0.0134055      0.605879      0.119299   0.000174535
    0.0134086      0.680896     0.0198010   0.000186586
    0.0134239      0.643612      0.129410   0.000174787
    0.0134423      0.733348      0.162835   0.000175040
    0.0134455      0.689854     0.0201177   0.000187155
    0.0134607      0.805696      0.192704   0.000175293
    0.0134792      0.568841      0.112200   0.000175547
    0.0134826      0.649187     0.0191803   0.000187726
    0.0134978      0.725139      0.165005   0.000175802
    0.0135164      0.590940      0.121445   0.000176058
    0.0135199      0.625436     0.0188000   0.000188301
    0.0135350      0.479220     0.0862344   0.000176314
    0.0135537      0.932535      0.245007   0.000176572
    0.0135573      0.549176     0.0165388   0.000188880
    0.0135725      0.706274      0.161595   0.000176830
    0.0135913      0.743526      0.183207   0.000177088
    0.0135950      0.547130     0.0167358   0.000189462
    0.0136101      0.490074     0.0974356   0.000177348
    0.0136291      0.428848     0.0869117   0.000177608
    0.0136329      0.521562     0.0164133   0.000190048
    0.0136480      0.488244     0.0967138   0.000177869
    0.0136670      0.484972      0.106354   0.000178131
    0.0136710      0.483742     0.0153578   0.000190637
    0.0136861      0.495421      0.113825   0.000178393
    0.0137052      0.525451      0.121109   0.000178656
    0.0137094      0.420099     0.0139437   0.000191231
    0.0137244      0.343880     0.0680293   0.000178920
    0.0137436      0.256562     0.0477759   0.000179185
    0.0137479      0.356437     0.0121929   0.000191827
    0.0137629      0.406920     0.0923122   0.000179451
    0.0137823      0.245511     0.0460558   0.000179717
    0.0137867      0.314361     0.0113588   0.000192428
    0.0138016      0.328982     0.0731855   0.000179984
    0.0138211      0.283449     0.0566347   0.000180252
    0.0138257      0.297579     0.0109164   0.000193032
    0.0138406      0.214419     0.0400974   0.000180521
    0.0138602      0.287264     0.0646566   0.000180791
    0.0138648      0.233389    0.00925610   0.000193640
    0.0138798      0.182750     0.0356564   0.000181061
    0.0138994      0.190934     0.0403288   0.000181332
    0.0139043      0.214008    0.00876520   0.000194252
    0.0139192      0.237777     0.0529011   0.000181604
    0.0139389      0.126428     0.0273791   0.000181877
    0.0139439      0.190250    0.00823903   0.000194867
    0.0139588      0.171786     0.0406144   0.000182151
    0.0139787     0.0962274     0.0206937   0.000182425
    0.0139838      0.146499    0.00697503   0.000195487
    0.0139986      0.143381     0.0346758   0.000182701
    0.0140186      0.104393     0.0217629   0.000182977
    0.0140239      0.134201    0.00672599   0.000196110
    0.0140387      0.104433     0.0256023   0.000183254
    0.0140588      0.103683     0.0238565   0.000183531
    0.0140642      0.118364    0.00626252   0.000196738
    0.0140790      0.138465     0.0376437   0.000183810
    0.0140992     0.0789404     0.0189129   0.000184090
    0.0141048      0.110067    0.00589296   0.000197369
    0.0141195     0.0687183     0.0154630   0.000184370
    0.0141399     0.0550381     0.0127166   0.000184651
    0.0141456      0.106282    0.00569196   0.000198005
    0.0141603     0.0780962     0.0173485   0.000184933
    0.0141808      0.122517     0.0287919   0.000185216
    0.0141866      0.110520    0.00588520   0.000198644
    0.0142013     0.0721877     0.0168585   0.000185500
    0.0142219      0.123623     0.0296777   0.000185784
    0.0142279     0.0875591    0.00504696   0.000199288
    0.0142425     0.0670928     0.0126515   0.000186070
    0.0142632      0.121759     0.0272727   0.000186356
    0.0142694      0.106492    0.00561072   0.000199936
    0.0142840     0.0982837     0.0197779   0.000186644
    0.0143048      0.100585     0.0211974   0.000186932
    0.0143112      0.112512    0.00579694   0.000200588
    0.0143257      0.147165     0.0309946   0.000187221
    0.0143467      0.127650     0.0260431   0.000187511
    0.0143532      0.118043    0.00587028   0.000201244
    0.0143677      0.128270     0.0259771   0.000187802
    0.0143888      0.105026     0.0187192   0.000188093
    0.0143954      0.114773    0.00575342   0.000201905
    0.0144099      0.150894     0.0270299   0.000188386
    0.0144311      0.157891     0.0285886   0.000188680
    0.0144379      0.129496    0.00609061   0.000202570
    0.0144524      0.215584     0.0415818   0.000188974
    0.0144737      0.150194     0.0244491   0.000189270
    0.0144807      0.156496    0.00670108   0.000203239
    0.0144951      0.152908     0.0263492   0.000189566
    0.0145165      0.140397     0.0222919   0.000189863
    0.0145237      0.162374    0.00675251   0.000203913
    0.0145381      0.204886     0.0386713   0.000190161
    0.0145596      0.210244     0.0361258   0.000190460
    0.0145670      0.174778    0.00711047   0.000204591
    0.0145813      0.250698     0.0450665   0.000190760
    0.0146030      0.193162     0.0295481   0.000191061
    0.0146105      0.189905    0.00734115   0.000205273
    0.0146248      0.173318     0.0261501   0.000191363
    0.0146466      0.232294     0.0378530   0.000191666
    0.0146543      0.190174    0.00732524   0.000205961
    0.0146685      0.211846     0.0338645   0.000191970
    0.0146905      0.214474     0.0335865   0.000192275
    0.0146983      0.193787    0.00725922   0.000206652
    0.0147125      0.176170     0.0240066   0.000192581
    0.0147346      0.188962     0.0271156   0.000192888
    0.0147426      0.209497    0.00758506   0.000207349
    0.0147568      0.197575     0.0282597   0.000193195
    0.0147790      0.252790     0.0396301   0.000193504
    0.0147872      0.227508    0.00810312   0.000208050
    0.0148013      0.319875     0.0545075   0.000193814
    0.0148237      0.242043     0.0353484   0.000194124
    0.0148321      0.220738    0.00781733   0.000208756
    0.0148461      0.271499     0.0428610   0.000194436
    0.0148686      0.296257     0.0479016   0.000194749
    0.0148772      0.217684    0.00774612   0.000209466
    0.0148912      0.260695     0.0386393   0.000195063
    0.0149138      0.224091     0.0306624   0.000195377
    0.0149226      0.241915    0.00818563   0.000210182
    0.0149365      0.261498     0.0392545   0.000195693
    0.0149593      0.175320     0.0221731   0.000196010
    0.0149683      0.223181    0.00753249   0.000210902
    0.0149822      0.283622     0.0431579   0.000196328
    0.0150051      0.256307     0.0381341   0.000196646
    0.0150142      0.224864    0.00761229   0.000211627
    0.0150281      0.232479     0.0320652   0.000196966
    0.0150511      0.236757     0.0325438   0.000197287
    0.0150605      0.236987    0.00793032   0.000212357
    0.0150743      0.205791     0.0272711   0.000197609
    0.0150975      0.244281     0.0333192   0.000197932
    0.0151070      0.235699    0.00782667   0.000213092
    0.0151207      0.232416     0.0312234   0.000198256
    0.0151441      0.257327     0.0363736   0.000198581
    0.0151538      0.230615    0.00772324   0.000213832
    0.0151675      0.226093     0.0309910   0.000198907
    0.0151910      0.213466     0.0280069   0.000199235
    0.0152009      0.222094    0.00746699   0.000214578
    0.0152146      0.260309     0.0371713   0.000199563
    0.0152382      0.207642     0.0270578   0.000199892
    0.0152483      0.200238    0.00690171   0.000215328
    0.0152619      0.222500     0.0300366   0.000200223
    0.0152857      0.204184     0.0266255   0.000200554
    0.0152960      0.207107    0.00708783   0.000216084
    0.0153095      0.266363     0.0386997   0.000200887
    0.0153335      0.199012     0.0261899   0.000201221
    0.0153440      0.193585    0.00673488   0.000216845
    0.0153575      0.265413     0.0390447   0.000201556
    0.0153816      0.203475     0.0277986   0.000201892
    0.0153923      0.193081    0.00675842   0.000217611
    0.0154057      0.191315     0.0251294   0.000202229
    0.0154300      0.236667     0.0328323   0.000202567
    0.0154409      0.192074    0.00667088   0.000218383
    0.0154543      0.219181     0.0313505   0.000202906
    0.0154787      0.185877     0.0244543   0.000203247
    0.0154898      0.182090    0.00642104   0.000219160
    0.0155031      0.184337     0.0247744   0.000203589
    0.0155277      0.160561     0.0211324   0.000203931
    0.0155390      0.176967    0.00628461   0.000219943
    0.0155523      0.162400     0.0213540   0.000204275
    0.0155770      0.213884     0.0326677   0.000204621
    0.0155886      0.149072    0.00561256   0.000220732
    0.0156018      0.129414     0.0159098   0.000204967
    0.0156266      0.218488     0.0347244   0.000205314
    0.0156384      0.152006    0.00565376   0.000221525
    0.0156516      0.149708     0.0197638   0.000205663
    0.0156766      0.166290     0.0229256   0.000206013
    0.0156886      0.139774    0.00538719   0.000222325
    0.0157017      0.158153     0.0215566   0.000206364
    0.0157268      0.164262     0.0236265   0.000206716
    0.0157391      0.127325    0.00506935   0.000223130
    0.0157521      0.139962     0.0194127   0.000207069
    0.0157774      0.127184     0.0170250   0.000207424
    0.0157899      0.113114    0.00466763   0.000223942
    0.0158028      0.113841     0.0150418   0.000207780
    0.0158283      0.144549     0.0207512   0.000208137
    0.0158410      0.101106    0.00438322   0.000224759
    0.0158539     0.0827786     0.0105399   0.000208495
    0.0158796      0.124083     0.0180181   0.000208855
    0.0158925     0.0946719    0.00420129   0.000225582
    0.0159053      0.102264     0.0143908   0.000209215
    0.0159312     0.0755322    0.00961320   0.000209577
    0.0159443     0.0868910    0.00394523   0.000226411
    0.0159571     0.0928798     0.0130708   0.000209941
    0.0159831     0.0837208     0.0126056   0.000210305
    0.0159965     0.0789979    0.00378863   0.000227246
    0.0160092     0.0695253    0.00982128   0.000210671
    0.0160354     0.0946991     0.0151798   0.000211038
    0.0160490     0.0687969    0.00344811   0.000228087
    0.0160616     0.0666670    0.00909383   0.000211406
    0.0160880     0.0688706     0.0102856   0.000211776
    0.0161018     0.0628501    0.00325333   0.000228934
    0.0161144     0.0590580    0.00880642   0.000212147
    0.0161409     0.0504040    0.00747410   0.000212519
    0.0161550     0.0543060    0.00304658   0.000229788
    0.0161675     0.0519080    0.00747920   0.000212892
    0.0161942     0.0393385    0.00565182   0.000213267
    0.0162086     0.0430646    0.00264642   0.000230648
    0.0162210     0.0487610    0.00740437   0.000213643
    0.0162478     0.0442285    0.00692004   0.000214021
    0.0162625     0.0415897    0.00260152   0.000231514
    0.0162748     0.0333827    0.00551079   0.000214400
    0.0163019     0.0285203    0.00442493   0.000214780
    0.0163167     0.0327725    0.00231441   0.000232387
    0.0163290     0.0274196    0.00505729   0.000215161
    0.0163562     0.0210924    0.00372295   0.000215544
    0.0163714     0.0295243    0.00214663   0.000233267
    0.0163835     0.0266968    0.00478332   0.000215928
    0.0164110     0.0234290    0.00409279   0.000216314
    0.0164264     0.0267317    0.00203807   0.000234153
    0.0164385     0.0238873    0.00423335   0.000216701
    0.0164661     0.0185247    0.00337116   0.000217089
    0.0164817     0.0234493    0.00188352   0.000235046
    0.0164937     0.0213992    0.00385354   0.000217479
    0.0165215     0.0104099    0.00245482   0.000217870
    0.0165375     0.0229601    0.00186078   0.000235945
    0.0165494     0.0131640    0.00264090   0.000218263
    0.0165774     0.0142070    0.00280201   0.000218656
    0.0165936     0.0183328    0.00165346   0.000236852
    0.0166054    0.00953426    0.00198873   0.000219052
    0.0166336     0.0125724    0.00278103   0.000219449
    0.0166501     0.0192412    0.00166871   0.000237765
    0.0166618     0.0165842    0.00308273   0.000219847
    0.0166902     0.0212320    0.00357179   0.000220247
    0.0167070     0.0219119    0.00178316   0.000238685
    0.0167186     0.0186442    0.00349068   0.000220648
    0.0167472     0.0195723    0.00367230   0.000221050
    0.0167642     0.0209402    0.00176073   0.000239613
    0.0167758     0.0147410    0.00244322   0.000221454
    0.0168046     0.0223459    0.00361060   0.000221860
    0.0168219     0.0208319    0.00170863   0.000240547
    0.0168334     0.0201252    0.00328696   0.000222267
    0.0168623     0.0202034    0.00323709   0.000222675
    0.0168800     0.0228786    0.00178953   0.000241489
    0.0168914     0.0201483    0.00334853   0.000223085
    0.0169205     0.0270842    0.00407931   0.000223497
    0.0169384     0.0239306    0.00179560   0.000242439
    0.0169498     0.0293274    0.00436074   0.000223910
    0.0169791     0.0204401    0.00319364   0.000224324
    0.0169973     0.0308766    0.00205243   0.000243395
    0.0170085     0.0296863    0.00404831   0.000224741
    0.0170381     0.0337791    0.00510493   0.000225158
    0.0170566     0.0267732    0.00189189   0.000244359
    0.0170677     0.0386847    0.00527617   0.000225577
    0.0170975     0.0327846    0.00433758   0.000225998
    0.0171163     0.0364462    0.00219928   0.000245331
    0.0171273     0.0380531    0.00509404   0.000226420
    0.0171573     0.0368114    0.00494729   0.000226844
    0.0171764     0.0368264    0.00217516   0.000246310
    0.0171874     0.0319770    0.00413548   0.000227270
    0.0172175     0.0369909    0.00434903   0.000227697
    0.0172370     0.0385575    0.00222661   0.000247298
    0.0172478     0.0408347    0.00482002   0.000228126
    0.0172782     0.0473984    0.00577895   0.000228556
    0.0172979     0.0485211    0.00249573   0.000248293
    0.0173087     0.0478539    0.00591595   0.000228988
    0.0173393     0.0461726    0.00512484   0.000229421
    0.0173593     0.0485285    0.00247914   0.000249296
    0.0173700     0.0556379    0.00660242   0.000229857
    0.0174008     0.0416286    0.00472117   0.000230293
    0.0174212     0.0471579    0.00242507   0.000250307
    0.0174317     0.0539529    0.00580550   0.000230732
    0.0174627     0.0546002    0.00623743   0.000231172
    0.0174835     0.0541933    0.00257394   0.000251326
    0.0174939     0.0660102    0.00728057   0.000231614
    0.0175251     0.0596267    0.00656897   0.000232057
    0.0175462     0.0540795    0.00258507   0.000252354
    0.0175565     0.0716414    0.00797461   0.000232503
    0.0175880     0.0632687    0.00635735   0.000232950
    0.0176094     0.0607510    0.00272156   0.000253390
    0.0176196     0.0615848    0.00655257   0.000233398
    0.0176513     0.0786148    0.00912027   0.000233849
    0.0176730     0.0578769    0.00261867   0.000254434
    0.0176831     0.0622537    0.00651136   0.000234301
    0.0177151     0.0693531    0.00710028   0.000234755
    0.0177371     0.0661801    0.00279675   0.000255487
    0.0177471     0.0606107    0.00592616   0.000235210
    0.0177793     0.0679001    0.00696439   0.000235668
    0.0178017     0.0682387    0.00283509   0.000256549
    0.0178116     0.0654782    0.00655105   0.000236127
    0.0178440     0.0676826    0.00662442   0.000236588
    0.0178667     0.0661235    0.00276286   0.000257619
    0.0178765     0.0795338    0.00838307   0.000237051
    0.0179091     0.0706929    0.00710791   0.000237515
    0.0179322     0.0670722    0.00275413   0.000258698
    0.0179419     0.0845398    0.00855776   0.000237981
    0.0179748     0.0824700    0.00851962   0.000238450
    0.0179982     0.0644881    0.00268662   0.000259786
    0.0180078     0.0727987    0.00711244   0.000238920
    0.0180409     0.0753353    0.00749229   0.000239392
    0.0180647     0.0663011    0.00270442   0.000260884
    0.0180741     0.0803416    0.00819443   0.000239865
    0.0181075     0.0705016    0.00651026   0.000240341
    0.0181317     0.0658540    0.00267522   0.000261990
    0.0181410     0.0632157    0.00586103   0.000240819
    0.0181746     0.0715345    0.00666860   0.000241298
    0.0181992     0.0626714    0.00260354   0.000263106
    0.0182083     0.0612775    0.00571666   0.000241779
    0.0182422     0.0820593    0.00830886   0.000242263
    0.0182672     0.0633863    0.00259011   0.000264231
    0.0182762     0.0782294    0.00777053   0.000242748
    0.0183103     0.0691337    0.00647180   0.000243235
    0.0183357     0.0603874    0.00250932   0.000265366
    0.0183445     0.0569713    0.00549459   0.000243724
    0.0183789     0.0613845    0.00550095   0.000244215
    0.0184047     0.0559322    0.00238088   0.000266511
    0.0184134     0.0567972    0.00526930   0.000244708
    0.0184480     0.0624501    0.00587988   0.000245203
    0.0184742     0.0558649    0.00236179   0.000267665
    0.0184828     0.0549366    0.00515962   0.000245700
    0.0185177     0.0536449    0.00493797   0.000246199
    0.0185443     0.0550039    0.00233433   0.000268830
    0.0185527     0.0566640    0.00524147   0.000246700
    0.0185879     0.0560166    0.00520822   0.000247203
    0.0186149     0.0528130    0.00226012   0.000270004
    0.0186232     0.0536275    0.00501947   0.000247709
    0.0186586     0.0568875    0.00551280   0.000248216
    0.0186860     0.0484685    0.00216236   0.000271188
    0.0186942     0.0551489    0.00528417   0.000248725
    0.0187299     0.0525723    0.00500821   0.000249236
    0.0187577     0.0424859    0.00199651   0.000272383
    0.0187657     0.0566131    0.00561110   0.000249750
    0.0188017     0.0473205    0.00460777   0.000250266
    0.0188299     0.0439243    0.00203624   0.000273589
    0.0188378     0.0411338    0.00390090   0.000250783
    0.0188740     0.0414776    0.00393958   0.000251303
    0.0189027     0.0404824    0.00192076   0.000274805
    0.0189104     0.0458920    0.00462041   0.000251825
    0.0189469     0.0451468    0.00447413   0.000252349
    0.0189760     0.0371325    0.00180651   0.000276031
    0.0189836     0.0330598    0.00317940   0.000252876
    0.0190204     0.0393538    0.00390502   0.000253404
    0.0190499     0.0319290    0.00167871   0.000277269
    0.0190574     0.0319222    0.00316049   0.000253935
    0.0190945     0.0340897    0.00346762   0.000254468
    0.0191244     0.0316510    0.00165944   0.000278518
    0.0191317     0.0322000    0.00330320   0.000255003
    0.0191691     0.0345715    0.00360283   0.000255541
    0.0191995     0.0270838    0.00153396   0.000279777
    0.0192066     0.0319145    0.00321090   0.000256080
    0.0192443     0.0229565    0.00235820   0.000256622
    0.0192752     0.0270737    0.00151660   0.000281049
    0.0192821     0.0272115    0.00285798   0.000257167
    0.0193201     0.0252678    0.00281284   0.000257713
    0.0193515     0.0217860    0.00134195   0.000282331
    0.0193582     0.0219824    0.00247552   0.000258262
    0.0193965     0.0253379    0.00281249   0.000258813
    0.0194284     0.0171211    0.00118786   0.000283625
    0.0194350     0.0142767    0.00169288   0.000259367
    0.0194735     0.0171927    0.00196129   0.000259923
    0.0195059     0.0162434    0.00113575   0.000284931
    0.0195123     0.0158910    0.00195369   0.000260481
    0.0195512     0.0137422    0.00173005   0.000261042
    0.0195840     0.0133460    0.00101722   0.000286249
    0.0195902    0.00984233    0.00134861   0.000261605
    0.0196294     0.0146969    0.00183589   0.000262171
    0.0196627     0.0121082   0.000977479   0.000287579
    0.0196688     0.0146940    0.00169869   0.000262739
    0.0197083    0.00949922    0.00127541   0.000263309
    0.0197421     0.0103722   0.000889763   0.000288921
    0.0197480    0.00942504    0.00121728   0.000263882
    0.0197878    0.00735450    0.00110528   0.000264458
    0.0198221    0.00955246   0.000851099   0.000290276
    0.0198278    0.00651615    0.00109313   0.000265036
    0.0198680    0.00567364   0.000875557   0.000265616
    0.0199028    0.00757795   0.000749992   0.000291643
    0.0199083    0.00433589   0.000793026   0.000266199
    0.0199488    0.00559895   0.000979373   0.000266785
    0.0199841    0.00717179   0.000722731   0.000293024
    0.0199894    0.00618578   0.000992089   0.000267373
    0.0200303    0.00578984   0.000895279   0.000267964
    0.0200661    0.00602143   0.000666698   0.000294417
    0.0200713    0.00390262   0.000767022   0.000268557
    0.0201124    0.00528836   0.000847778   0.000269153
    0.0201488    0.00618616   0.000660357   0.000295823
    0.0201537    0.00631761    0.00101429   0.000269752
    0.0201952    0.00568437   0.000922411   0.000270353
    0.0202322    0.00637018   0.000666739   0.000297243
    0.0202369    0.00507651   0.000793837   0.000270957
    0.0202787    0.00463376   0.000811350   0.000271564
    0.0203162    0.00706848   0.000694129   0.000298676
    0.0203207    0.00816107    0.00111220   0.000272173
    0.0203629    0.00868299    0.00110591   0.000272785
    0.0204010    0.00765353   0.000725389   0.000300122
    0.0204053    0.00718265   0.000992132   0.000273400
    0.0204478    0.00828546    0.00113045   0.000274018
    0.0204865    0.00861588   0.000762247   0.000301583
    0.0204905    0.00990458    0.00123187   0.000274638
    0.0205334    0.00818763    0.00108647   0.000275262
    0.0205726    0.00965372   0.000795032   0.000303058
    0.0205765    0.00827999    0.00105897   0.000275888
    0.0206198     0.0122136    0.00131866   0.000276516
    0.0206596     0.0109836   0.000845193   0.000304547
    0.0206632    0.00931517    0.00109910   0.000277148
    0.0207068     0.0102553    0.00120218   0.000277783
    0.0207472     0.0140779   0.000954853   0.000306051
    0.0207506     0.0151011    0.00155968   0.000278420
    0.0207946     0.0111957    0.00120469   0.000279061
    0.0208356     0.0132760   0.000914753   0.000307569
    0.0208388     0.0154211    0.00149422   0.000279704
    0.0208832     0.0137914    0.00134628   0.000280351
    0.0209248     0.0139733   0.000937680   0.000309102
    0.0209277     0.0146271    0.00142776   0.000281000
    0.0209725     0.0171740    0.00160175   0.000281652
    0.0210147     0.0148584   0.000951838   0.000310651
    0.0210174     0.0163687    0.00151432   0.000282308
    0.0210625     0.0168314    0.00154763   0.000282966
    0.0211054     0.0175576    0.00103516   0.000312214
    0.0211079     0.0173470    0.00158022   0.000283628
    0.0211534     0.0196967    0.00175264   0.000284292
    0.0211969     0.0187271    0.00106374   0.000313794
    0.0211991     0.0184210    0.00166686   0.000284960
    0.0212450     0.0216016    0.00186890   0.000285631
    0.0212891     0.0205318    0.00110682   0.000315389
    0.0212911     0.0251636    0.00201737   0.000286305
    0.0213374     0.0240277    0.00201079   0.000286982
    0.0213822     0.0204508    0.00108601   0.000317000
    0.0213839     0.0215079    0.00178542   0.000287662
    0.0214307     0.0210939    0.00170994   0.000288346
    0.0214761     0.0222711    0.00113175   0.000318628
    0.0214776     0.0213415    0.00174178   0.000289033
    0.0215247     0.0223334    0.00178030   0.000289723
    0.0215709     0.0222407    0.00111166   0.000320272
    0.0215721     0.0254935    0.00197636   0.000290416
    0.0216196     0.0282155    0.00219888   0.000291113
    0.0216664     0.0229291    0.00112774   0.000321933
    0.0216674     0.0252516    0.00200736   0.000291813
    0.0217153     0.0269511    0.00209046   0.000292517
    0.0217629     0.0221735    0.00109742   0.000323611
    0.0217635     0.0260024    0.00202814   0.000293223
    0.0218119     0.0272202    0.00208127   0.000293934
    0.0218601     0.0224939    0.00109467   0.000325307
    0.0218605     0.0241250    0.00185322   0.000294647
    0.0219094     0.0256301    0.00195940   0.000295364
    0.0219583     0.0220499    0.00107729   0.000327020
    0.0219584     0.0230709    0.00178428   0.000296085
    0.0220077     0.0264970    0.00201203   0.000296809
    0.0220572     0.0223875    0.00167112   0.000297537
    0.0220573     0.0230287    0.00109886   0.000328751
    0.0221069     0.0251506    0.00188157   0.000298268
    0.0221568     0.0248816    0.00185641   0.000299003
    0.0221573     0.0235310    0.00109826   0.000330500
    0.0222070     0.0241345    0.00174473   0.000299741
    0.0222574     0.0235049    0.00172172   0.000300483
    0.0222581     0.0212302    0.00103239   0.000332267
    0.0223080     0.0231875    0.00167545   0.000301229
    0.0223588     0.0196263    0.00144706   0.000301978
    0.0223599     0.0198000   0.000989162   0.000334054
    0.0224099     0.0193315    0.00143181   0.000302731
    0.0224612     0.0215065    0.00157050   0.000303488
    0.0224626     0.0191576   0.000973278   0.000335859
    0.0225128     0.0201245    0.00152767   0.000304249
    0.0225646     0.0182484    0.00141024   0.000305013
    0.0225663     0.0185194   0.000945516   0.000337683
    0.0226166     0.0201715    0.00153815   0.000305782
    0.0226689     0.0179719    0.00140850   0.000306554
    0.0226709     0.0167828   0.000890474   0.000339527
    0.0227214     0.0152659    0.00120443   0.000307330
    0.0227741     0.0160539    0.00129933   0.000308110
    0.0227765     0.0150332   0.000833921   0.000341391
    0.0228271     0.0147527    0.00113456   0.000308894
    0.0228804     0.0147838    0.00121518   0.000309682
    0.0228831     0.0137305   0.000793627   0.000343276
    0.0229339     0.0139531    0.00113165   0.000310473
    0.0229876     0.0142833    0.00117103   0.000311269
    0.0229906     0.0136799   0.000785692   0.000345181
    0.0230416     0.0123856    0.00106630   0.000312070
    0.0230959     0.0108486   0.000947730   0.000312874
    0.0230992     0.0108425   0.000692414   0.000347107
    0.0231504     0.0101272   0.000904919   0.000313682
    0.0232051     0.0105774   0.000918552   0.000314494
    0.0232089    0.00967834   0.000646477   0.000349054
    0.0232602    0.00779547   0.000751298   0.000315311
    0.0233155    0.00779851   0.000753811   0.000316132
    0.0233196    0.00736375   0.000560517   0.000351022
    0.0233710    0.00675630   0.000691567   0.000316957
    0.0234268    0.00622207   0.000633361   0.000317787
    0.0234313    0.00715306   0.000548271   0.000353013
    0.0234829    0.00681387   0.000667420   0.000318620
    0.0235393    0.00724390   0.000725022   0.000319458
    0.0235441    0.00556026   0.000480123   0.000355026
    0.0235959    0.00606911   0.000649609   0.000320301
    0.0236528    0.00459836   0.000551724   0.000321148
    0.0236580    0.00494568   0.000453334   0.000357062
    0.0237100    0.00351197   0.000465639   0.000321999
    0.0237674    0.00342991   0.000457094   0.000322855
    0.0237730    0.00353356   0.000379128   0.000359121
    0.0238251    0.00364655   0.000474182   0.000323716
    0.0238832    0.00347050   0.000465570   0.000324581
    0.0238892    0.00362328   0.000377554   0.000361203
    0.0239415    0.00298068   0.000428914   0.000325451
    0.0240000    0.00280876   0.000400436   0.000326325
    0.0240064    0.00301524   0.000344725   0.000363309
    0.0240589    0.00211978   0.000340817   0.000327204
    0.0241181    0.00254752   0.000370388   0.000328088
    0.0241249    0.00273244   0.000326337   0.000365440
    0.0241775    0.00245002   0.000366667   0.000328976
    0.0242372    0.00312280   0.000424026   0.000329870
    0.0242445    0.00299732   0.000339239   0.000367595
    0.0242973    0.00257785   0.000383781   0.000330768
