2.00000e-001 3.58379e+006 1.93114e+003
2.30000e-001 4.09178e+006 2.05389e+003
2.60000e-001 4.59911e+006 2.17606e+003
2.90000e-001 5.06075e+006 2.28260e+003
3.20000e-001 5.52760e+006 2.38662e+003
3.50000e-001 5.97339e+006 2.48273e+003
3.80000e-001 6.40319e+006 2.57255e+003
4.10000e-001 6.81539e+006 2.65610e+003
4.40000e-001 7.22084e+006 2.73628e+003
4.70000e-001 7.56396e+006 2.80276e+003
5.00000e-001 7.92799e+006 2.87194e+003
5.30000e-001 8.28805e+006 2.93807e+003
5.60000e-001 8.58986e+006 2.99370e+003
5.90000e-001 8.93491e+006 3.05495e+003
6.20000e-001 9.20529e+006 3.10249e+003
6.50000e-001 9.52565e+006 3.15756e+003
6.80000e-001 9.78180e+006 3.20074e+003
7.10000e-001 1.00007e+007 3.23700e+003
7.40000e-001 1.01507e+007 3.26165e+003
7.70000e-001 1.02969e+007 3.28466e+003
8.00000e-001 1.03424e+007 3.29107e+003
8.30000e-001 1.03164e+007 3.28598e+003
8.60000e-001 1.00851e+007 3.24833e+003
8.90000e-001 9.74809e+006 3.19104e+003
9.20000e-001 9.15672e+006 3.09112e+003
9.50000e-001 8.09123e+006 2.90632e+003
9.80000e-001 6.83633e+006 2.67237e+003
1.01000e+000 5.39567e+006 2.37818e+003
1.04000e+000 4.19020e+006 2.09932e+003
1.07000e+000 3.24953e+006 1.85352e+003
1.10000e+000 2.59941e+006 1.65961e+003
1.13000e+000 2.07802e+006 1.48637e+003
1.16000e+000 1.76951e+006 1.37162e+003
1.19000e+000 1.47759e+006 1.25359e+003
1.22000e+000 1.23163e+006 1.14505e+003
1.25000e+000 1.15042e+006 1.10497e+003
1.28000e+000 9.59404e+005 1.00928e+003
1.31000e+000 7.90506e+005 9.16915e+002
1.34000e+000 8.15755e+005 9.27684e+002
1.37000e+000 7.20064e+005 8.72053e+002
1.40000e+000 5.47688e+005 7.62535e+002
1.43000e+000 5.68541e+005 7.74342e+002
1.46000e+000 5.96549e+005 7.92821e+002
1.49000e+000 4.45613e+005 6.87093e+002
1.52000e+000 3.58223e+005 6.16147e+002
1.55000e+000 4.24285e+005 6.68149e+002
1.58000e+000 4.05684e+005 6.53802e+002
1.61000e+000 2.72295e+005 5.37535e+002
1.64000e+000 2.48698e+005 5.12728e+002
1.67000e+000 3.25202e+005 5.84645e+002
1.70000e+000 3.01928e+005 5.64300e+002
1.73000e+000 1.97983e+005 4.58278e+002
1.76000e+000 1.88787e+005 4.46866e+002
1.79000e+000 2.52553e+005 5.15118e+002
1.82000e+000 2.35785e+005 4.98679e+002
1.85000e+000 1.52511e+005 4.02553e+002
1.88000e+000 1.40325e+005 3.85519e+002
1.91000e+000 1.98390e+005 4.56933e+002
1.94000e+000 2.06232e+005 4.66005e+002
1.97000e+000 1.50677e+005 3.99108e+002
2.00000e+000 1.25843e+005 3.65208e+002
2.03000e+000 1.61638e+005 4.12895e+002
2.06000e+000 1.78417e+005 4.33491e+002
2.09000e+000 1.38359e+005 3.82987e+002
2.12000e+000 1.02641e+005 3.30434e+002
2.15000e+000 1.13944e+005 3.47744e+002
2.18000e+000 1.37107e+005 3.80788e+002
2.21000e+000 1.25137e+005 3.64389e+002
2.24000e+000 9.87718e+004 3.24235e+002
2.27000e+000 9.51147e+004 3.18301e+002
2.30000e+000 1.12731e+005 3.45860e+002
2.33000e+000 1.19455e+005 3.55681e+002
2.36000e+000 1.05034e+005 3.34203e+002
2.39000e+000 8.94386e+004 3.08845e+002
2.42000e+000 9.05709e+004 3.10608e+002
2.45000e+000 9.88275e+004 3.24263e+002
2.48000e+000 1.00295e+005 3.26415e+002
2.51000e+000 9.26065e+004 3.13948e+002
2.54000e+000 8.37789e+004 2.99107e+002
2.57000e+000 8.94061e+004 3.09335e+002
2.60000e+000 1.07786e+005 3.39110e+002
2.63000e+000 1.17048e+005 3.52732e+002
2.66000e+000 1.02364e+005 3.30009e+002
2.69000e+000 8.16301e+004 2.95905e+002
2.72000e+000 8.52954e+004 3.02186e+002
2.75000e+000 1.10579e+005 3.43833e+002
2.78000e+000 1.21078e+005 3.60042e+002
2.81000e+000 1.00547e+005 3.29045e+002
2.84000e+000 8.98261e+004 3.10651e+002
2.87000e+000 1.23353e+005 3.63752e+002
2.90000e+000 1.64580e+005 4.20091e+002
2.93000e+000 1.56967e+005 4.11112e+002
2.96000e+000 1.23310e+005 3.65850e+002
2.99000e+000 1.51461e+005 4.04271e+002
3.02000e+000 2.50517e+005 5.18059e+002
3.05000e+000 3.06734e+005 5.73634e+002
3.08000e+000 2.66288e+005 5.36436e+002
3.11000e+000 3.58971e+005 6.20289e+002
